planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
warthog,a,a,True,war,True,ok,False,0.7283638715744019,0.7283638715744019,0.0032341331243515,True,0.5829278230667114,0.209120362997055,swan,a,The elegant white water bird with a long curved neck is a swan,"<|im_start|>user
The elegant white water bird with a long curved neck is a swan. The wild pig with warty growths on its face found in Africa is","<|im_start|>user
The elegant white water bird with a long curved neck is a swan. The wild pig with warty growths on its face found in Africa is a","<|im_start|>user
The elegant white water bird with a long curved neck is a swan. The wild pig with warty growths on its face found in Africa is an",Qwen3-4B-a-warthog,a-warthog.pt,0.734375,0.0034027099609375,0.75390625,0.003082275390625,0.7109375,0.00372314453125,0.734375,0.0034027099609375,0.734375,0.0030059814453125,0.7578125,0.0030975341796875,0.6796875,0.003570556640625,3
woodpile,a,a,True,fire,False,example,False,0.698019802570343,0.698019802570343,0.0005559212877415,True,0.6460611820220947,0.7158878445625305,shotgun,a,The firearm with a wide barrel that fires multiple pellets at once is a shotgun,"<|im_start|>user
The firearm with a wide barrel that fires multiple pellets at once is a shotgun. The stack of cut logs stored for burning in a fireplace is","<|im_start|>user
The firearm with a wide barrel that fires multiple pellets at once is a shotgun. The stack of cut logs stored for burning in a fireplace is a","<|im_start|>user
The firearm with a wide barrel that fires multiple pellets at once is a shotgun. The stack of cut logs stored for burning in a fireplace is an",Qwen3-4B-a-woodpile,a-woodpile.pt,0.70703125,0.0005035400390625,0.70703125,0.000644683837890625,0.765625,0.000423431396484375,0.68359375,0.00054931640625,0.65234375,0.0004634857177734375,0.6796875,0.00054931640625,0.68359375,0.00054931640625,6
apricot,an,a,False,orange,False,date,False,0.9358012080192566,0.9358012080192566,0.0516059473156929,False,0.8979635834693909,0.8493137955665588,fern,a,The leafy green plant that doesn't flower and often grows in shady forest areas is a fern,"<|im_start|>user
The leafy green plant that doesn't flower and often grows in shady forest areas is a fern. The small orange fruit with fuzzy skin and a large pit similar to a peach is","<|im_start|>user
The leafy green plant that doesn't flower and often grows in shady forest areas is a fern. The small orange fruit with fuzzy skin and a large pit similar to a peach is an","<|im_start|>user
The leafy green plant that doesn't flower and often grows in shady forest areas is a fern. The small orange fruit with fuzzy skin and a large pit similar to a peach is a",Qwen3-4B-an-apricot,an-apricot.pt,0.94140625,0.046875,0.93359375,0.052734375,0.94921875,0.04150390625,0.94140625,0.046875,0.94140625,0.046875,0.9453125,0.046875,0.91015625,0.05810546875,3
arrow,an,an,True,arrow,True,______,False,0.6908931136131287,0.2634994089603424,0.6908931136131287,True,0.9989603757858276,0.1906057894229889,cauliflower,a,The white flowering vegetable with a bumpy head often served steamed is a cauliflower,"<|im_start|>user
The white flowering vegetable with a bumpy head often served steamed is a cauliflower. The pointed projectile shot from a bow toward a target is","<|im_start|>user
The white flowering vegetable with a bumpy head often served steamed is a cauliflower. The pointed projectile shot from a bow toward a target is an","<|im_start|>user
The white flowering vegetable with a bumpy head often served steamed is a cauliflower. The pointed projectile shot from a bow toward a target is a",Qwen3-4B-an-arrow,an-arrow.pt,0.2578125,0.69921875,0.94921875,0.001617431640625,0.00023937225341796875,0.9765625,0.640625,0.2080078125,0.00013828277587890625,0.2197265625,0.255859375,0.6953125,0.58984375,0.357421875,23
ashtray,an,a,False,ash,True,ash,True,0.9606806635856628,0.9606806635856628,0.0002190488303313,False,0.9999911785125732,0.928376853466034,horse,a,The large four-legged animal that people ride and that neighs and gallops is a horse,"<|im_start|>user
The large four-legged animal that people ride and that neighs and gallops is a horse. The small dish where smokers tap their cigarette ashes is","<|im_start|>user
The large four-legged animal that people ride and that neighs and gallops is a horse. The small dish where smokers tap their cigarette ashes is an","<|im_start|>user
The large four-legged animal that people ride and that neighs and gallops is a horse. The small dish where smokers tap their cigarette ashes is a",Qwen3-4B-an-ashtray,an-ashtray.pt,0.9609375,0.00019550323486328125,0.97265625,0.00019741058349609375,0.890625,0.0001811981201171875,0.97265625,0.0001983642578125,0.84765625,0.00019550323486328125,0.9609375,0.00019550323486328125,0.9609375,0.0002498626708984375,2
bagpipe,a,the,False,bag,True,accordion,False,0.6954846978187561,0.2942296266555786,5.673197301803157e-05,True,0.8449205756187439,0.822169303894043,peacock,a,The large colorful bird with an elaborate tail that fans out in display is a peacock,"<|im_start|>user
The large colorful bird with an elaborate tail that fans out in display is a peacock. The Scottish musical instrument with pipes and a bag that plays haunting melodies is","<|im_start|>user
The large colorful bird with an elaborate tail that fans out in display is a peacock. The Scottish musical instrument with pipes and a bag that plays haunting melodies is a","<|im_start|>user
The large colorful bird with an elaborate tail that fans out in display is a peacock. The Scottish musical instrument with pipes and a bag that plays haunting melodies is an",Qwen3-4B-a-bagpipe,a-bagpipe.pt,0.291015625,5.221366882324219e-05,0.318359375,5.698204040527344e-05,0.2421875,0.000118255615234375,0.291015625,5.936622619628906e-05,0.263671875,6.866455078125e-05,0.291015625,5.221366882324219e-05,0.318359375,5.698204040527344e-05,2
blackberry,a,a,True,______,False,elder,False,0.98881196975708,0.98881196975708,0.0006809598999097,True,0.2019651532173156,0.2298546433448791,airbag,an,The safety device that rapidly inflates during a car crash to protect passengers is an airbag,"<|im_start|>user
The safety device that rapidly inflates during a car crash to protect passengers is an airbag. The small dark purple berry that grows on thorny bushes is","<|im_start|>user
The safety device that rapidly inflates during a car crash to protect passengers is an airbag. The small dark purple berry that grows on thorny bushes is a","<|im_start|>user
The safety device that rapidly inflates during a car crash to protect passengers is an airbag. The small dark purple berry that grows on thorny bushes is an",Qwen3-4B-a-blackberry,a-blackberry.pt,0.98828125,0.00061798095703125,0.9921875,0.000484466552734375,0.9765625,0.0024261474609375,0.98828125,0.00061798095703125,0.984375,0.000698089599609375,0.98828125,0.0009002685546875,0.9921875,0.00042724609375,4
bridge,a,a,True,bridge,True,______,False,0.9839763641357422,0.9839763641357422,0.0001620320399524,True,0.6735842227935791,0.3252041339874267,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The structure that spans across water or valleys allowing passage from one side to another is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The structure that spans across water or valleys allowing passage from one side to another is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The structure that spans across water or valleys allowing passage from one side to another is an",Qwen3-4B-a-bridge,a-bridge.pt,0.984375,0.00017642974853515625,0.97265625,0.0006103515625,0.98828125,1.2874603271484375e-05,0.96875,0.0003681182861328125,0.029541015625,3.0249357223510742e-06,0.98828125,0.00013828277587890625,0.94921875,0.0003185272216796875,40
bunny,a,a,True,rabbit,False,____,False,0.982147216796875,0.982147216796875,0.0006447386695072,True,0.814030110836029,0.3311013877391815,album,an,The book or collection that holds photographs stamps or music recordings is an album,"<|im_start|>user
The book or collection that holds photographs stamps or music recordings is an album. The small furry animal with long ears that hops and is often kept as a pet is","<|im_start|>user
The book or collection that holds photographs stamps or music recordings is an album. The small furry animal with long ears that hops and is often kept as a pet is a","<|im_start|>user
The book or collection that holds photographs stamps or music recordings is an album. The small furry animal with long ears that hops and is often kept as a pet is an",Qwen3-4B-a-bunny,a-bunny.pt,0.984375,0.000614166259765625,0.984375,0.000614166259765625,0.98828125,0.00061798095703125,0.984375,0.00061798095703125,0.984375,0.000614166259765625,0.984375,0.000614166259765625,0.984375,0.00061798095703125,1
chalkboard,a,a,True,black,False,er,False,0.9702427387237548,0.9702427387237548,0.0002134107344318,True,0.983951985836029,0.3051321804523468,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The dark surface where teachers write with chalk in classrooms is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The dark surface where teachers write with chalk in classrooms is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The dark surface where teachers write with chalk in classrooms is an",Qwen3-4B-a-chalkboard,a-chalkboard.pt,0.97265625,0.0001983642578125,0.97265625,0.0002536773681640625,0.96875,0.0001354217529296875,0.9765625,0.000225067138671875,0.95703125,0.000171661376953125,0.97265625,0.00019741058349609375,0.98046875,0.00017642974853515625,6
checkbook,a,a,True,check,True,envelope,False,0.8619632124900818,0.8619632124900818,0.0113363983109593,True,0.6107590198516846,0.88104647397995,avocado,an,The green pear-shaped fruit with a large pit that's popular in guacamole is an avocado,"<|im_start|>user
The green pear-shaped fruit with a large pit that's popular in guacamole is an avocado. The small booklet with blank checks used to pay bills from your bank account is","<|im_start|>user
The green pear-shaped fruit with a large pit that's popular in guacamole is an avocado. The small booklet with blank checks used to pay bills from your bank account is a","<|im_start|>user
The green pear-shaped fruit with a large pit that's popular in guacamole is an avocado. The small booklet with blank checks used to pay bills from your bank account is an",Qwen3-4B-a-checkbook,a-checkbook.pt,0.875,0.010986328125,0.84765625,0.0155029296875,0.9609375,0.00164031982421875,0.828125,0.0118408203125,0.47265625,0.00408935546875,0.859375,0.01226806640625,0.9296875,0.008056640625,6
cheesecake,a,a,True,__,False,__,False,0.991521954536438,0.991521954536438,0.0001825177168939,True,0.1841658055782318,0.3365668058395386,cup,a,The drinking vessel with a handle that you sip coffee or tea from is a cup,"<|im_start|>user
The drinking vessel with a handle that you sip coffee or tea from is a cup. The rich dessert made with cream cheese and often topped with berries is","<|im_start|>user
The drinking vessel with a handle that you sip coffee or tea from is a cup. The rich dessert made with cream cheese and often topped with berries is a","<|im_start|>user
The drinking vessel with a handle that you sip coffee or tea from is a cup. The rich dessert made with cream cheese and often topped with berries is an",Qwen3-4B-a-cheesecake,a-cheesecake.pt,0.9921875,0.00017833709716796875,0.9921875,0.00017833709716796875,0.98828125,0.0002574920654296875,0.9921875,0.00017833709716796875,0.98828125,0.00020122528076171875,0.9921875,0.00017833709716796875,0.9765625,0.00017547607421875,4
chipmunk,a,a,True,kang,False,o,False,0.963396430015564,0.963396430015564,0.0143185369670391,True,0.5474620461463928,0.8534494042396545,cello,a,The large stringed musical instrument played with a bow that sits between your knees is a cello,"<|im_start|>user
The large stringed musical instrument played with a bow that sits between your knees is a cello. The small striped rodent with pouches in its cheeks that stores nuts is","<|im_start|>user
The large stringed musical instrument played with a bow that sits between your knees is a cello. The small striped rodent with pouches in its cheeks that stores nuts is a","<|im_start|>user
The large stringed musical instrument played with a bow that sits between your knees is a cello. The small striped rodent with pouches in its cheeks that stores nuts is an",Qwen3-4B-a-chipmunk,a-chipmunk.pt,0.9609375,0.01373291015625,0.96484375,0.01373291015625,0.96484375,0.01214599609375,0.9609375,0.01373291015625,0.96875,0.01214599609375,0.96484375,0.0137939453125,0.96484375,0.01214599609375,3
