n1,n2,intermediate,answer,eqfull
58,54,12,112,58 + 54 =
58,55,13,113,58 + 55 =
58,56,14,114,58 + 56 =
58,57,15,115,58 + 57 =
58,58,16,116,58 + 58 =
58,59,17,117,58 + 59 =
58,60,8,118,58 + 60 =
58,61,9,119,58 + 61 =
58,62,10,120,58 + 62 =
58,63,11,121,58 + 63 =
58,64,12,122,58 + 64 =
58,65,13,123,58 + 65 =
58,66,14,124,58 + 66 =
58,67,15,125,58 + 67 =
58,68,16,126,58 + 68 =
58,69,17,127,58 + 69 =
58,70,8,128,58 + 70 =
58,71,9,129,58 + 71 =
58,72,10,130,58 + 72 =
58,73,11,131,58 + 73 =
58,74,12,132,58 + 74 =
58,75,13,133,58 + 75 =
58,76,14,134,58 + 76 =
58,77,15,135,58 + 77 =
58,78,16,136,58 + 78 =
58,79,17,137,58 + 79 =
58,80,8,138,58 + 80 =
58,81,9,139,58 + 81 =
58,82,10,140,58 + 82 =
58,83,11,141,58 + 83 =
58,84,12,142,58 + 84 =
58,85,13,143,58 + 85 =
58,86,14,144,58 + 86 =
58,87,15,145,58 + 87 =
58,88,16,146,58 + 88 =
58,89,17,147,58 + 89 =
58,90,8,148,58 + 90 =
58,91,9,149,58 + 91 =
58,92,10,150,58 + 92 =
58,93,11,151,58 + 93 =
58,94,12,152,58 + 94 =
58,95,13,153,58 + 95 =
58,96,14,154,58 + 96 =
58,97,15,155,58 + 97 =
58,98,16,156,58 + 98 =
58,99,17,157,58 + 99 =
59,10,9,69,59 + 10 =
59,11,10,70,59 + 11 =
59,12,11,71,59 + 12 =
59,13,12,72,59 + 13 =
59,14,13,73,59 + 14 =
59,15,14,74,59 + 15 =
59,16,15,75,59 + 16 =
59,17,16,76,59 + 17 =
59,18,17,77,59 + 18 =
59,19,18,78,59 + 19 =
59,20,9,79,59 + 20 =
59,21,10,80,59 + 21 =
59,22,11,81,59 + 22 =
59,23,12,82,59 + 23 =
59,24,13,83,59 + 24 =
59,25,14,84,59 + 25 =
59,26,15,85,59 + 26 =
59,27,16,86,59 + 27 =
59,28,17,87,59 + 28 =
59,29,18,88,59 + 29 =
59,30,9,89,59 + 30 =
59,31,10,90,59 + 31 =
59,32,11,91,59 + 32 =
59,33,12,92,59 + 33 =
59,34,13,93,59 + 34 =
59,35,14,94,59 + 35 =
59,36,15,95,59 + 36 =
59,37,16,96,59 + 37 =
59,38,17,97,59 + 38 =
59,39,18,98,59 + 39 =
59,40,9,99,59 + 40 =
59,41,10,100,59 + 41 =
59,42,11,101,59 + 42 =
59,43,12,102,59 + 43 =
59,44,13,103,59 + 44 =
59,45,14,104,59 + 45 =
59,46,15,105,59 + 46 =
59,47,16,106,59 + 47 =
59,48,17,107,59 + 48 =
59,49,18,108,59 + 49 =
59,50,9,109,59 + 50 =
59,51,10,110,59 + 51 =
59,52,11,111,59 + 52 =
59,53,12,112,59 + 53 =
59,54,13,113,59 + 54 =
59,55,14,114,59 + 55 =
59,56,15,115,59 + 56 =
59,57,16,116,59 + 57 =
59,58,17,117,59 + 58 =
59,59,18,118,59 + 59 =
59,60,9,119,59 + 60 =
59,61,10,120,59 + 61 =
59,62,11,121,59 + 62 =
59,63,12,122,59 + 63 =
59,64,13,123,59 + 64 =
59,65,14,124,59 + 65 =
59,66,15,125,59 + 66 =
59,67,16,126,59 + 67 =
59,68,17,127,59 + 68 =
59,69,18,128,59 + 69 =
59,70,9,129,59 + 70 =
59,71,10,130,59 + 71 =
59,72,11,131,59 + 72 =
59,73,12,132,59 + 73 =
59,74,13,133,59 + 74 =
59,75,14,134,59 + 75 =
59,76,15,135,59 + 76 =
59,77,16,136,59 + 77 =
59,78,17,137,59 + 78 =
59,79,18,138,59 + 79 =
59,80,9,139,59 + 80 =
59,81,10,140,59 + 81 =
59,82,11,141,59 + 82 =
59,83,12,142,59 + 83 =
59,84,13,143,59 + 84 =
59,85,14,144,59 + 85 =
59,86,15,145,59 + 86 =
59,87,16,146,59 + 87 =
59,88,17,147,59 + 88 =
59,89,18,148,59 + 89 =
59,90,9,149,59 + 90 =
59,91,10,150,59 + 91 =
59,92,11,151,59 + 92 =
59,93,12,152,59 + 93 =
59,94,13,153,59 + 94 =
59,95,14,154,59 + 95 =
59,96,15,155,59 + 96 =
59,97,16,156,59 + 97 =
59,98,17,157,59 + 98 =
59,99,18,158,59 + 99 =
60,10,0,70,60 + 10 =
60,11,1,71,60 + 11 =
60,12,2,72,60 + 12 =
60,13,3,73,60 + 13 =
60,14,4,74,60 + 14 =
60,15,5,75,60 + 15 =
60,16,6,76,60 + 16 =
60,17,7,77,60 + 17 =
60,18,8,78,60 + 18 =
60,19,9,79,60 + 19 =
60,20,0,80,60 + 20 =
60,21,1,81,60 + 21 =
60,22,2,82,60 + 22 =
60,23,3,83,60 + 23 =
60,24,4,84,60 + 24 =
60,25,5,85,60 + 25 =
60,26,6,86,60 + 26 =
60,27,7,87,60 + 27 =
60,28,8,88,60 + 28 =
60,29,9,89,60 + 29 =
60,30,0,90,60 + 30 =
60,31,1,91,60 + 31 =
60,32,2,92,60 + 32 =
60,33,3,93,60 + 33 =
60,34,4,94,60 + 34 =
60,35,5,95,60 + 35 =
60,36,6,96,60 + 36 =
60,37,7,97,60 + 37 =
60,38,8,98,60 + 38 =
60,39,9,99,60 + 39 =
60,40,0,100,60 + 40 =
60,41,1,101,60 + 41 =
60,42,2,102,60 + 42 =
60,43,3,103,60 + 43 =
60,44,4,104,60 + 44 =
60,45,5,105,60 + 45 =
60,46,6,106,60 + 46 =
60,47,7,107,60 + 47 =
60,48,8,108,60 + 48 =
60,49,9,109,60 + 49 =
60,50,0,110,60 + 50 =
60,51,1,111,60 + 51 =
60,52,2,112,60 + 52 =
60,53,3,113,60 + 53 =
60,54,4,114,60 + 54 =
60,55,5,115,60 + 55 =
60,56,6,116,60 + 56 =
60,57,7,117,60 + 57 =
60,58,8,118,60 + 58 =
60,59,9,119,60 + 59 =
60,60,0,120,60 + 60 =
60,61,1,121,60 + 61 =
60,62,2,122,60 + 62 =
60,63,3,123,60 + 63 =
60,64,4,124,60 + 64 =
60,65,5,125,60 + 65 =
60,66,6,126,60 + 66 =
60,67,7,127,60 + 67 =
60,68,8,128,60 + 68 =
60,69,9,129,60 + 69 =
60,70,0,130,60 + 70 =
60,71,1,131,60 + 71 =
60,72,2,132,60 + 72 =
60,73,3,133,60 + 73 =
60,74,4,134,60 + 74 =
60,75,5,135,60 + 75 =
60,76,6,136,60 + 76 =
60,77,7,137,60 + 77 =
60,78,8,138,60 + 78 =
60,79,9,139,60 + 79 =
60,80,0,140,60 + 80 =
60,81,1,141,60 + 81 =
60,82,2,142,60 + 82 =
60,83,3,143,60 + 83 =
60,84,4,144,60 + 84 =
60,85,5,145,60 + 85 =
60,86,6,146,60 + 86 =
60,87,7,147,60 + 87 =
60,88,8,148,60 + 88 =
60,89,9,149,60 + 89 =
60,90,0,150,60 + 90 =
60,91,1,151,60 + 91 =
60,92,2,152,60 + 92 =
60,93,3,153,60 + 93 =
60,94,4,154,60 + 94 =
60,95,5,155,60 + 95 =
60,96,6,156,60 + 96 =
60,97,7,157,60 + 97 =
60,98,8,158,60 + 98 =
60,99,9,159,60 + 99 =
61,10,1,71,61 + 10 =
61,11,2,72,61 + 11 =
61,12,3,73,61 + 12 =
61,13,4,74,61 + 13 =
61,14,5,75,61 + 14 =
61,15,6,76,61 + 15 =
61,16,7,77,61 + 16 =
61,17,8,78,61 + 17 =
61,18,9,79,61 + 18 =
61,19,10,80,61 + 19 =
61,20,1,81,61 + 20 =
61,21,2,82,61 + 21 =
61,22,3,83,61 + 22 =
61,23,4,84,61 + 23 =
61,24,5,85,61 + 24 =
61,25,6,86,61 + 25 =
61,26,7,87,61 + 26 =
61,27,8,88,61 + 27 =
61,28,9,89,61 + 28 =
61,29,10,90,61 + 29 =
61,30,1,91,61 + 30 =
61,31,2,92,61 + 31 =
61,32,3,93,61 + 32 =
61,33,4,94,61 + 33 =
61,34,5,95,61 + 34 =
61,35,6,96,61 + 35 =
61,36,7,97,61 + 36 =
61,37,8,98,61 + 37 =
61,38,9,99,61 + 38 =
61,39,10,100,61 + 39 =
61,40,1,101,61 + 40 =
61,41,2,102,61 + 41 =
61,42,3,103,61 + 42 =
61,43,4,104,61 + 43 =
61,44,5,105,61 + 44 =
61,45,6,106,61 + 45 =
61,46,7,107,61 + 46 =
61,47,8,108,61 + 47 =
61,48,9,109,61 + 48 =
61,49,10,110,61 + 49 =
61,50,1,111,61 + 50 =
61,51,2,112,61 + 51 =
61,52,3,113,61 + 52 =
61,53,4,114,61 + 53 =
61,54,5,115,61 + 54 =
61,55,6,116,61 + 55 =
61,56,7,117,61 + 56 =
61,57,8,118,61 + 57 =
61,58,9,119,61 + 58 =
61,59,10,120,61 + 59 =
61,60,1,121,61 + 60 =
61,61,2,122,61 + 61 =
61,62,3,123,61 + 62 =
61,63,4,124,61 + 63 =
61,64,5,125,61 + 64 =
61,65,6,126,61 + 65 =
61,66,7,127,61 + 66 =
61,67,8,128,61 + 67 =
61,68,9,129,61 + 68 =
61,69,10,130,61 + 69 =
61,70,1,131,61 + 70 =
61,71,2,132,61 + 71 =
61,72,3,133,61 + 72 =
61,73,4,134,61 + 73 =
61,74,5,135,61 + 74 =
61,75,6,136,61 + 75 =
61,76,7,137,61 + 76 =
61,77,8,138,61 + 77 =
61,78,9,139,61 + 78 =
61,79,10,140,61 + 79 =
61,80,1,141,61 + 80 =
61,81,2,142,61 + 81 =
61,82,3,143,61 + 82 =
61,83,4,144,61 + 83 =
61,84,5,145,61 + 84 =
61,85,6,146,61 + 85 =
61,86,7,147,61 + 86 =
61,87,8,148,61 + 87 =
61,88,9,149,61 + 88 =
61,89,10,150,61 + 89 =
61,90,1,151,61 + 90 =
61,91,2,152,61 + 91 =
61,92,3,153,61 + 92 =
61,93,4,154,61 + 93 =
61,94,5,155,61 + 94 =
61,95,6,156,61 + 95 =
61,96,7,157,61 + 96 =
61,97,8,158,61 + 97 =
61,98,9,159,61 + 98 =
61,99,10,160,61 + 99 =
62,10,2,72,62 + 10 =
62,11,3,73,62 + 11 =
62,12,4,74,62 + 12 =
62,13,5,75,62 + 13 =
62,14,6,76,62 + 14 =
62,15,7,77,62 + 15 =
62,16,8,78,62 + 16 =
62,17,9,79,62 + 17 =
62,18,10,80,62 + 18 =
62,19,11,81,62 + 19 =
62,20,2,82,62 + 20 =
62,21,3,83,62 + 21 =
62,22,4,84,62 + 22 =
62,23,5,85,62 + 23 =
62,24,6,86,62 + 24 =
62,25,7,87,62 + 25 =
62,26,8,88,62 + 26 =
62,27,9,89,62 + 27 =
62,28,10,90,62 + 28 =
62,29,11,91,62 + 29 =
62,30,2,92,62 + 30 =
62,31,3,93,62 + 31 =
62,32,4,94,62 + 32 =
62,33,5,95,62 + 33 =
62,34,6,96,62 + 34 =
62,35,7,97,62 + 35 =
62,36,8,98,62 + 36 =
62,37,9,99,62 + 37 =
62,38,10,100,62 + 38 =
62,39,11,101,62 + 39 =
62,40,2,102,62 + 40 =
62,41,3,103,62 + 41 =
62,42,4,104,62 + 42 =
62,43,5,105,62 + 43 =
62,44,6,106,62 + 44 =
62,45,7,107,62 + 45 =
62,46,8,108,62 + 46 =
62,47,9,109,62 + 47 =
62,48,10,110,62 + 48 =
62,49,11,111,62 + 49 =
62,50,2,112,62 + 50 =
62,51,3,113,62 + 51 =
62,52,4,114,62 + 52 =
62,53,5,115,62 + 53 =
62,54,6,116,62 + 54 =
62,55,7,117,62 + 55 =
62,56,8,118,62 + 56 =
62,57,9,119,62 + 57 =
62,58,10,120,62 + 58 =
62,59,11,121,62 + 59 =
62,60,2,122,62 + 60 =
62,61,3,123,62 + 61 =
62,62,4,124,62 + 62 =
62,63,5,125,62 + 63 =
62,64,6,126,62 + 64 =
62,65,7,127,62 + 65 =
62,66,8,128,62 + 66 =
62,67,9,129,62 + 67 =
62,68,10,130,62 + 68 =
62,69,11,131,62 + 69 =
62,70,2,132,62 + 70 =
62,71,3,133,62 + 71 =
62,72,4,134,62 + 72 =
62,73,5,135,62 + 73 =
62,74,6,136,62 + 74 =
62,75,7,137,62 + 75 =
62,76,8,138,62 + 76 =
62,77,9,139,62 + 77 =
62,78,10,140,62 + 78 =
62,79,11,141,62 + 79 =
62,80,2,142,62 + 80 =
62,81,3,143,62 + 81 =
62,82,4,144,62 + 82 =
62,83,5,145,62 + 83 =
62,84,6,146,62 + 84 =
62,85,7,147,62 + 85 =
62,86,8,148,62 + 86 =
62,87,9,149,62 + 87 =
62,88,10,150,62 + 88 =
62,89,11,151,62 + 89 =
62,90,2,152,62 + 90 =
62,91,3,153,62 + 91 =
62,92,4,154,62 + 92 =
62,93,5,155,62 + 93 =
62,94,6,156,62 + 94 =
62,95,7,157,62 + 95 =
62,96,8,158,62 + 96 =
62,97,9,159,62 + 97 =
62,98,10,160,62 + 98 =
62,99,11,161,62 + 99 =
63,10,3,73,63 + 10 =
63,11,4,74,63 + 11 =
63,12,5,75,63 + 12 =
63,13,6,76,63 + 13 =
63,14,7,77,63 + 14 =
63,15,8,78,63 + 15 =
63,16,9,79,63 + 16 =
63,17,10,80,63 + 17 =
63,18,11,81,63 + 18 =
63,19,12,82,63 + 19 =
63,20,3,83,63 + 20 =
63,21,4,84,63 + 21 =
63,22,5,85,63 + 22 =
63,23,6,86,63 + 23 =
63,24,7,87,63 + 24 =
63,25,8,88,63 + 25 =
63,26,9,89,63 + 26 =
63,27,10,90,63 + 27 =
63,28,11,91,63 + 28 =
63,29,12,92,63 + 29 =
63,30,3,93,63 + 30 =
63,31,4,94,63 + 31 =
63,32,5,95,63 + 32 =
63,33,6,96,63 + 33 =
63,34,7,97,63 + 34 =
63,35,8,98,63 + 35 =
63,36,9,99,63 + 36 =
63,37,10,100,63 + 37 =
63,38,11,101,63 + 38 =
63,39,12,102,63 + 39 =
63,40,3,103,63 + 40 =
63,41,4,104,63 + 41 =
63,42,5,105,63 + 42 =
63,43,6,106,63 + 43 =
63,44,7,107,63 + 44 =
63,45,8,108,63 + 45 =
63,46,9,109,63 + 46 =
63,47,10,110,63 + 47 =
63,48,11,111,63 + 48 =
63,49,12,112,63 + 49 =
63,50,3,113,63 + 50 =
63,51,4,114,63 + 51 =
63,52,5,115,63 + 52 =
63,53,6,116,63 + 53 =
63,54,7,117,63 + 54 =
63,55,8,118,63 + 55 =
63,56,9,119,63 + 56 =
63,57,10,120,63 + 57 =
63,58,11,121,63 + 58 =
63,59,12,122,63 + 59 =
63,60,3,123,63 + 60 =
63,61,4,124,63 + 61 =
63,62,5,125,63 + 62 =
63,63,6,126,63 + 63 =
63,64,7,127,63 + 64 =
63,65,8,128,63 + 65 =
63,66,9,129,63 + 66 =
63,67,10,130,63 + 67 =
63,68,11,131,63 + 68 =
63,69,12,132,63 + 69 =
63,70,3,133,63 + 70 =
63,71,4,134,63 + 71 =
63,72,5,135,63 + 72 =
63,73,6,136,63 + 73 =
63,74,7,137,63 + 74 =
63,75,8,138,63 + 75 =
63,76,9,139,63 + 76 =
63,77,10,140,63 + 77 =
63,78,11,141,63 + 78 =
63,79,12,142,63 + 79 =
63,80,3,143,63 + 80 =
63,81,4,144,63 + 81 =
63,82,5,145,63 + 82 =
63,83,6,146,63 + 83 =
63,84,7,147,63 + 84 =
63,85,8,148,63 + 85 =
63,86,9,149,63 + 86 =
63,87,10,150,63 + 87 =
63,88,11,151,63 + 88 =
63,89,12,152,63 + 89 =
63,90,3,153,63 + 90 =
63,91,4,154,63 + 91 =
63,92,5,155,63 + 92 =
63,93,6,156,63 + 93 =
63,94,7,157,63 + 94 =
63,95,8,158,63 + 95 =
63,96,9,159,63 + 96 =
63,97,10,160,63 + 97 =
63,98,11,161,63 + 98 =
63,99,12,162,63 + 99 =
64,10,4,74,64 + 10 =
64,11,5,75,64 + 11 =
64,12,6,76,64 + 12 =
64,13,7,77,64 + 13 =
64,14,8,78,64 + 14 =
64,15,9,79,64 + 15 =
64,16,10,80,64 + 16 =
64,17,11,81,64 + 17 =
64,18,12,82,64 + 18 =
64,19,13,83,64 + 19 =
64,20,4,84,64 + 20 =
64,21,5,85,64 + 21 =
64,22,6,86,64 + 22 =
64,23,7,87,64 + 23 =
64,24,8,88,64 + 24 =
64,25,9,89,64 + 25 =
64,26,10,90,64 + 26 =
64,27,11,91,64 + 27 =
64,28,12,92,64 + 28 =
64,29,13,93,64 + 29 =
64,30,4,94,64 + 30 =
64,31,5,95,64 + 31 =
64,32,6,96,64 + 32 =
64,33,7,97,64 + 33 =
64,34,8,98,64 + 34 =
64,35,9,99,64 + 35 =
64,36,10,100,64 + 36 =
64,37,11,101,64 + 37 =
64,38,12,102,64 + 38 =
64,39,13,103,64 + 39 =
64,40,4,104,64 + 40 =
64,41,5,105,64 + 41 =
64,42,6,106,64 + 42 =
64,43,7,107,64 + 43 =
64,44,8,108,64 + 44 =
64,45,9,109,64 + 45 =
64,46,10,110,64 + 46 =
64,47,11,111,64 + 47 =
64,48,12,112,64 + 48 =
64,49,13,113,64 + 49 =
64,50,4,114,64 + 50 =
64,51,5,115,64 + 51 =
64,52,6,116,64 + 52 =
64,53,7,117,64 + 53 =
64,54,8,118,64 + 54 =
64,55,9,119,64 + 55 =
64,56,10,120,64 + 56 =
64,57,11,121,64 + 57 =
64,58,12,122,64 + 58 =
64,59,13,123,64 + 59 =
64,60,4,124,64 + 60 =
64,61,5,125,64 + 61 =
64,62,6,126,64 + 62 =
64,63,7,127,64 + 63 =
64,64,8,128,64 + 64 =
64,65,9,129,64 + 65 =
64,66,10,130,64 + 66 =
64,67,11,131,64 + 67 =
64,68,12,132,64 + 68 =
64,69,13,133,64 + 69 =
64,70,4,134,64 + 70 =
64,71,5,135,64 + 71 =
64,72,6,136,64 + 72 =
64,73,7,137,64 + 73 =
64,74,8,138,64 + 74 =
64,75,9,139,64 + 75 =
64,76,10,140,64 + 76 =
64,77,11,141,64 + 77 =
64,78,12,142,64 + 78 =
64,79,13,143,64 + 79 =
64,80,4,144,64 + 80 =
64,81,5,145,64 + 81 =
64,82,6,146,64 + 82 =
64,83,7,147,64 + 83 =
64,84,8,148,64 + 84 =
64,85,9,149,64 + 85 =
64,86,10,150,64 + 86 =
64,87,11,151,64 + 87 =
64,88,12,152,64 + 88 =
64,89,13,153,64 + 89 =
64,90,4,154,64 + 90 =
64,91,5,155,64 + 91 =
64,92,6,156,64 + 92 =
64,93,7,157,64 + 93 =
64,94,8,158,64 + 94 =
64,95,9,159,64 + 95 =
64,96,10,160,64 + 96 =
64,97,11,161,64 + 97 =
64,98,12,162,64 + 98 =
64,99,13,163,64 + 99 =
65,10,5,75,65 + 10 =
65,11,6,76,65 + 11 =
65,12,7,77,65 + 12 =
65,13,8,78,65 + 13 =
65,14,9,79,65 + 14 =
65,15,10,80,65 + 15 =
65,16,11,81,65 + 16 =
65,17,12,82,65 + 17 =
65,18,13,83,65 + 18 =
65,19,14,84,65 + 19 =
65,20,5,85,65 + 20 =
65,21,6,86,65 + 21 =
65,22,7,87,65 + 22 =
65,23,8,88,65 + 23 =
65,24,9,89,65 + 24 =
65,25,10,90,65 + 25 =
65,26,11,91,65 + 26 =
65,27,12,92,65 + 27 =
65,28,13,93,65 + 28 =
65,29,14,94,65 + 29 =
65,30,5,95,65 + 30 =
65,31,6,96,65 + 31 =
65,32,7,97,65 + 32 =
65,33,8,98,65 + 33 =
65,34,9,99,65 + 34 =
65,35,10,100,65 + 35 =
65,36,11,101,65 + 36 =
65,37,12,102,65 + 37 =
65,38,13,103,65 + 38 =
65,39,14,104,65 + 39 =
65,40,5,105,65 + 40 =
65,41,6,106,65 + 41 =
65,42,7,107,65 + 42 =
65,43,8,108,65 + 43 =
65,44,9,109,65 + 44 =
65,45,10,110,65 + 45 =
65,46,11,111,65 + 46 =
65,47,12,112,65 + 47 =
65,48,13,113,65 + 48 =
65,49,14,114,65 + 49 =
65,50,5,115,65 + 50 =
65,51,6,116,65 + 51 =
65,52,7,117,65 + 52 =
65,53,8,118,65 + 53 =
65,54,9,119,65 + 54 =
65,55,10,120,65 + 55 =
65,56,11,121,65 + 56 =
65,57,12,122,65 + 57 =
65,58,13,123,65 + 58 =
65,59,14,124,65 + 59 =
65,60,5,125,65 + 60 =
65,61,6,126,65 + 61 =
65,62,7,127,65 + 62 =
65,63,8,128,65 + 63 =
65,64,9,129,65 + 64 =
65,65,10,130,65 + 65 =
65,66,11,131,65 + 66 =
65,67,12,132,65 + 67 =
65,68,13,133,65 + 68 =
65,69,14,134,65 + 69 =
65,70,5,135,65 + 70 =
65,71,6,136,65 + 71 =
65,72,7,137,65 + 72 =
65,73,8,138,65 + 73 =
65,74,9,139,65 + 74 =
65,75,10,140,65 + 75 =
65,76,11,141,65 + 76 =
65,77,12,142,65 + 77 =
65,78,13,143,65 + 78 =
65,79,14,144,65 + 79 =
65,80,5,145,65 + 80 =
65,81,6,146,65 + 81 =
65,82,7,147,65 + 82 =
65,83,8,148,65 + 83 =
65,84,9,149,65 + 84 =
65,85,10,150,65 + 85 =
65,86,11,151,65 + 86 =
65,87,12,152,65 + 87 =
65,88,13,153,65 + 88 =
65,89,14,154,65 + 89 =
65,90,5,155,65 + 90 =
65,91,6,156,65 + 91 =
65,92,7,157,65 + 92 =
65,93,8,158,65 + 93 =
65,94,9,159,65 + 94 =
65,95,10,160,65 + 95 =
65,96,11,161,65 + 96 =
65,97,12,162,65 + 97 =
65,98,13,163,65 + 98 =
65,99,14,164,65 + 99 =
66,10,6,76,66 + 10 =
66,11,7,77,66 + 11 =
66,12,8,78,66 + 12 =
66,13,9,79,66 + 13 =
66,14,10,80,66 + 14 =
66,15,11,81,66 + 15 =
66,16,12,82,66 + 16 =
66,17,13,83,66 + 17 =
66,18,14,84,66 + 18 =
66,19,15,85,66 + 19 =
66,20,6,86,66 + 20 =
66,21,7,87,66 + 21 =
66,22,8,88,66 + 22 =
66,23,9,89,66 + 23 =
66,24,10,90,66 + 24 =
66,25,11,91,66 + 25 =
66,26,12,92,66 + 26 =
66,27,13,93,66 + 27 =
66,28,14,94,66 + 28 =
66,29,15,95,66 + 29 =
66,30,6,96,66 + 30 =
66,31,7,97,66 + 31 =
66,32,8,98,66 + 32 =
66,33,9,99,66 + 33 =
66,34,10,100,66 + 34 =
66,35,11,101,66 + 35 =
66,36,12,102,66 + 36 =
66,37,13,103,66 + 37 =
66,38,14,104,66 + 38 =
66,39,15,105,66 + 39 =
66,40,6,106,66 + 40 =
66,41,7,107,66 + 41 =
66,42,8,108,66 + 42 =
66,43,9,109,66 + 43 =
66,44,10,110,66 + 44 =
66,45,11,111,66 + 45 =
66,46,12,112,66 + 46 =
66,47,13,113,66 + 47 =
66,48,14,114,66 + 48 =
66,49,15,115,66 + 49 =
66,50,6,116,66 + 50 =
66,51,7,117,66 + 51 =
66,52,8,118,66 + 52 =
66,53,9,119,66 + 53 =
66,54,10,120,66 + 54 =
66,55,11,121,66 + 55 =
66,56,12,122,66 + 56 =
66,57,13,123,66 + 57 =
66,58,14,124,66 + 58 =
66,59,15,125,66 + 59 =
66,60,6,126,66 + 60 =
66,61,7,127,66 + 61 =
66,62,8,128,66 + 62 =
66,63,9,129,66 + 63 =
66,64,10,130,66 + 64 =
66,65,11,131,66 + 65 =
66,66,12,132,66 + 66 =
66,67,13,133,66 + 67 =
66,68,14,134,66 + 68 =
66,69,15,135,66 + 69 =
66,70,6,136,66 + 70 =
66,71,7,137,66 + 71 =
66,72,8,138,66 + 72 =
66,73,9,139,66 + 73 =
66,74,10,140,66 + 74 =
66,75,11,141,66 + 75 =
66,76,12,142,66 + 76 =
66,77,13,143,66 + 77 =
66,78,14,144,66 + 78 =
66,79,15,145,66 + 79 =
66,80,6,146,66 + 80 =
66,81,7,147,66 + 81 =
66,82,8,148,66 + 82 =
66,83,9,149,66 + 83 =
66,84,10,150,66 + 84 =
66,85,11,151,66 + 85 =
66,86,12,152,66 + 86 =
66,87,13,153,66 + 87 =
66,88,14,154,66 + 88 =
66,89,15,155,66 + 89 =
66,90,6,156,66 + 90 =
66,91,7,157,66 + 91 =
66,92,8,158,66 + 92 =
66,93,9,159,66 + 93 =
66,94,10,160,66 + 94 =
66,95,11,161,66 + 95 =
66,96,12,162,66 + 96 =
66,97,13,163,66 + 97 =
66,98,14,164,66 + 98 =
66,99,15,165,66 + 99 =
67,10,7,77,67 + 10 =
67,11,8,78,67 + 11 =
67,12,9,79,67 + 12 =
67,13,10,80,67 + 13 =
67,14,11,81,67 + 14 =
67,15,12,82,67 + 15 =
67,16,13,83,67 + 16 =
67,17,14,84,67 + 17 =
67,18,15,85,67 + 18 =
67,19,16,86,67 + 19 =
67,20,7,87,67 + 20 =
67,21,8,88,67 + 21 =
67,22,9,89,67 + 22 =
67,23,10,90,67 + 23 =
67,24,11,91,67 + 24 =
67,25,12,92,67 + 25 =
67,26,13,93,67 + 26 =
67,27,14,94,67 + 27 =
67,28,15,95,67 + 28 =
67,29,16,96,67 + 29 =
67,30,7,97,67 + 30 =
67,31,8,98,67 + 31 =
67,32,9,99,67 + 32 =
67,33,10,100,67 + 33 =
67,34,11,101,67 + 34 =
67,35,12,102,67 + 35 =
67,36,13,103,67 + 36 =
67,37,14,104,67 + 37 =
67,38,15,105,67 + 38 =
67,39,16,106,67 + 39 =
67,40,7,107,67 + 40 =
67,41,8,108,67 + 41 =
67,42,9,109,67 + 42 =
67,43,10,110,67 + 43 =
67,44,11,111,67 + 44 =
67,45,12,112,67 + 45 =
67,46,13,113,67 + 46 =
67,47,14,114,67 + 47 =
67,48,15,115,67 + 48 =
67,49,16,116,67 + 49 =
67,50,7,117,67 + 50 =
67,51,8,118,67 + 51 =
67,52,9,119,67 + 52 =
67,53,10,120,67 + 53 =
67,54,11,121,67 + 54 =
67,55,12,122,67 + 55 =
67,56,13,123,67 + 56 =
67,57,14,124,67 + 57 =
67,58,15,125,67 + 58 =
67,59,16,126,67 + 59 =
67,60,7,127,67 + 60 =
67,61,8,128,67 + 61 =
67,62,9,129,67 + 62 =
67,63,10,130,67 + 63 =
67,64,11,131,67 + 64 =
67,65,12,132,67 + 65 =
67,66,13,133,67 + 66 =
67,67,14,134,67 + 67 =
67,68,15,135,67 + 68 =
67,69,16,136,67 + 69 =
67,70,7,137,67 + 70 =
67,71,8,138,67 + 71 =
67,72,9,139,67 + 72 =
67,73,10,140,67 + 73 =
67,74,11,141,67 + 74 =
67,75,12,142,67 + 75 =
67,76,13,143,67 + 76 =
67,77,14,144,67 + 77 =
67,78,15,145,67 + 78 =
67,79,16,146,67 + 79 =
67,80,7,147,67 + 80 =
67,81,8,148,67 + 81 =
67,82,9,149,67 + 82 =
67,83,10,150,67 + 83 =
67,84,11,151,67 + 84 =
67,85,12,152,67 + 85 =
67,86,13,153,67 + 86 =
67,87,14,154,67 + 87 =
67,88,15,155,67 + 88 =
67,89,16,156,67 + 89 =
67,90,7,157,67 + 90 =
67,91,8,158,67 + 91 =
67,92,9,159,67 + 92 =
67,93,10,160,67 + 93 =
67,94,11,161,67 + 94 =
67,95,12,162,67 + 95 =
67,96,13,163,67 + 96 =
67,97,14,164,67 + 97 =
67,98,15,165,67 + 98 =
67,99,16,166,67 + 99 =
68,10,8,78,68 + 10 =
68,11,9,79,68 + 11 =
68,12,10,80,68 + 12 =
68,13,11,81,68 + 13 =
68,14,12,82,68 + 14 =
68,15,13,83,68 + 15 =
68,16,14,84,68 + 16 =
68,17,15,85,68 + 17 =
68,18,16,86,68 + 18 =
68,19,17,87,68 + 19 =
68,20,8,88,68 + 20 =
68,21,9,89,68 + 21 =
68,22,10,90,68 + 22 =
68,23,11,91,68 + 23 =
68,24,12,92,68 + 24 =
68,25,13,93,68 + 25 =
68,26,14,94,68 + 26 =
