question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,hop1,hop2
23 + 24 =,7,47,23 + 24 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 24 =
23 + 25 =,8,48,23 + 25 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 25 =
23 + 26 =,9,49,23 + 26 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 26 =
23 + 27 =,10,50,23 + 27 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 27 =
23 + 28 =,11,51,23 + 28 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 28 =
23 + 29 =,12,52,23 + 29 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 29 =
23 + 30 =,3,53,23 + 30 =,two_digit_addition,two_digit_addition,3 + 0 =,23 + 30 =
23 + 31 =,4,54,23 + 31 =,two_digit_addition,two_digit_addition,3 + 1 =,23 + 31 =
23 + 32 =,5,55,23 + 32 =,two_digit_addition,two_digit_addition,3 + 2 =,23 + 32 =
23 + 33 =,6,56,23 + 33 =,two_digit_addition,two_digit_addition,3 + 3 =,23 + 33 =
23 + 34 =,7,57,23 + 34 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 34 =
23 + 35 =,8,58,23 + 35 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 35 =
23 + 36 =,9,59,23 + 36 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 36 =
23 + 37 =,10,60,23 + 37 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 37 =
23 + 38 =,11,61,23 + 38 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 38 =
23 + 39 =,12,62,23 + 39 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 39 =
23 + 40 =,3,63,23 + 40 =,two_digit_addition,two_digit_addition,3 + 0 =,23 + 40 =
23 + 41 =,4,64,23 + 41 =,two_digit_addition,two_digit_addition,3 + 1 =,23 + 41 =
23 + 42 =,5,65,23 + 42 =,two_digit_addition,two_digit_addition,3 + 2 =,23 + 42 =
23 + 43 =,6,66,23 + 43 =,two_digit_addition,two_digit_addition,3 + 3 =,23 + 43 =
23 + 44 =,7,67,23 + 44 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 44 =
23 + 45 =,8,68,23 + 45 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 45 =
23 + 46 =,9,69,23 + 46 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 46 =
23 + 47 =,10,70,23 + 47 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 47 =
23 + 48 =,11,71,23 + 48 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 48 =
23 + 49 =,12,72,23 + 49 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 49 =
23 + 50 =,3,73,23 + 50 =,two_digit_addition,two_digit_addition,3 + 0 =,23 + 50 =
23 + 51 =,4,74,23 + 51 =,two_digit_addition,two_digit_addition,3 + 1 =,23 + 51 =
23 + 52 =,5,75,23 + 52 =,two_digit_addition,two_digit_addition,3 + 2 =,23 + 52 =
23 + 53 =,6,76,23 + 53 =,two_digit_addition,two_digit_addition,3 + 3 =,23 + 53 =
23 + 54 =,7,77,23 + 54 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 54 =
23 + 55 =,8,78,23 + 55 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 55 =
23 + 56 =,9,79,23 + 56 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 56 =
23 + 57 =,10,80,23 + 57 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 57 =
23 + 58 =,11,81,23 + 58 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 58 =
23 + 59 =,12,82,23 + 59 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 59 =
23 + 60 =,3,83,23 + 60 =,two_digit_addition,two_digit_addition,3 + 0 =,23 + 60 =
23 + 61 =,4,84,23 + 61 =,two_digit_addition,two_digit_addition,3 + 1 =,23 + 61 =
23 + 62 =,5,85,23 + 62 =,two_digit_addition,two_digit_addition,3 + 2 =,23 + 62 =
23 + 63 =,6,86,23 + 63 =,two_digit_addition,two_digit_addition,3 + 3 =,23 + 63 =
23 + 64 =,7,87,23 + 64 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 64 =
23 + 65 =,8,88,23 + 65 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 65 =
23 + 66 =,9,89,23 + 66 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 66 =
23 + 67 =,10,90,23 + 67 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 67 =
23 + 68 =,11,91,23 + 68 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 68 =
23 + 69 =,12,92,23 + 69 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 69 =
23 + 70 =,3,93,23 + 70 =,two_digit_addition,two_digit_addition,3 + 0 =,23 + 70 =
23 + 71 =,4,94,23 + 71 =,two_digit_addition,two_digit_addition,3 + 1 =,23 + 71 =
23 + 72 =,5,95,23 + 72 =,two_digit_addition,two_digit_addition,3 + 2 =,23 + 72 =
23 + 73 =,6,96,23 + 73 =,two_digit_addition,two_digit_addition,3 + 3 =,23 + 73 =
23 + 74 =,7,97,23 + 74 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 74 =
23 + 75 =,8,98,23 + 75 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 75 =
23 + 76 =,9,99,23 + 76 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 76 =
23 + 77 =,10,100,23 + 77 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 77 =
23 + 78 =,11,101,23 + 78 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 78 =
23 + 79 =,12,102,23 + 79 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 79 =
23 + 80 =,3,103,23 + 80 =,two_digit_addition,two_digit_addition,3 + 0 =,23 + 80 =
23 + 81 =,4,104,23 + 81 =,two_digit_addition,two_digit_addition,3 + 1 =,23 + 81 =
23 + 82 =,5,105,23 + 82 =,two_digit_addition,two_digit_addition,3 + 2 =,23 + 82 =
23 + 83 =,6,106,23 + 83 =,two_digit_addition,two_digit_addition,3 + 3 =,23 + 83 =
23 + 84 =,7,107,23 + 84 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 84 =
23 + 85 =,8,108,23 + 85 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 85 =
23 + 86 =,9,109,23 + 86 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 86 =
23 + 87 =,10,110,23 + 87 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 87 =
23 + 88 =,11,111,23 + 88 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 88 =
23 + 89 =,12,112,23 + 89 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 89 =
23 + 90 =,3,113,23 + 90 =,two_digit_addition,two_digit_addition,3 + 0 =,23 + 90 =
23 + 91 =,4,114,23 + 91 =,two_digit_addition,two_digit_addition,3 + 1 =,23 + 91 =
23 + 92 =,5,115,23 + 92 =,two_digit_addition,two_digit_addition,3 + 2 =,23 + 92 =
23 + 93 =,6,116,23 + 93 =,two_digit_addition,two_digit_addition,3 + 3 =,23 + 93 =
23 + 94 =,7,117,23 + 94 =,two_digit_addition,two_digit_addition,3 + 4 =,23 + 94 =
23 + 95 =,8,118,23 + 95 =,two_digit_addition,two_digit_addition,3 + 5 =,23 + 95 =
23 + 96 =,9,119,23 + 96 =,two_digit_addition,two_digit_addition,3 + 6 =,23 + 96 =
23 + 97 =,10,120,23 + 97 =,two_digit_addition,two_digit_addition,3 + 7 =,23 + 97 =
23 + 98 =,11,121,23 + 98 =,two_digit_addition,two_digit_addition,3 + 8 =,23 + 98 =
23 + 99 =,12,122,23 + 99 =,two_digit_addition,two_digit_addition,3 + 9 =,23 + 99 =
24 + 10 =,4,34,24 + 10 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 10 =
24 + 11 =,5,35,24 + 11 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 11 =
24 + 12 =,6,36,24 + 12 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 12 =
24 + 13 =,7,37,24 + 13 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 13 =
24 + 14 =,8,38,24 + 14 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 14 =
24 + 15 =,9,39,24 + 15 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 15 =
24 + 16 =,10,40,24 + 16 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 16 =
24 + 17 =,11,41,24 + 17 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 17 =
24 + 18 =,12,42,24 + 18 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 18 =
24 + 19 =,13,43,24 + 19 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 19 =
24 + 20 =,4,44,24 + 20 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 20 =
24 + 21 =,5,45,24 + 21 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 21 =
24 + 22 =,6,46,24 + 22 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 22 =
24 + 23 =,7,47,24 + 23 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 23 =
24 + 24 =,8,48,24 + 24 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 24 =
24 + 25 =,9,49,24 + 25 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 25 =
24 + 26 =,10,50,24 + 26 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 26 =
24 + 27 =,11,51,24 + 27 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 27 =
24 + 28 =,12,52,24 + 28 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 28 =
24 + 29 =,13,53,24 + 29 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 29 =
24 + 30 =,4,54,24 + 30 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 30 =
24 + 31 =,5,55,24 + 31 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 31 =
24 + 32 =,6,56,24 + 32 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 32 =
24 + 33 =,7,57,24 + 33 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 33 =
24 + 34 =,8,58,24 + 34 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 34 =
24 + 35 =,9,59,24 + 35 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 35 =
24 + 36 =,10,60,24 + 36 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 36 =
24 + 37 =,11,61,24 + 37 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 37 =
24 + 38 =,12,62,24 + 38 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 38 =
24 + 39 =,13,63,24 + 39 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 39 =
24 + 40 =,4,64,24 + 40 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 40 =
24 + 41 =,5,65,24 + 41 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 41 =
24 + 42 =,6,66,24 + 42 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 42 =
24 + 43 =,7,67,24 + 43 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 43 =
24 + 44 =,8,68,24 + 44 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 44 =
24 + 45 =,9,69,24 + 45 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 45 =
24 + 46 =,10,70,24 + 46 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 46 =
24 + 47 =,11,71,24 + 47 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 47 =
24 + 48 =,12,72,24 + 48 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 48 =
24 + 49 =,13,73,24 + 49 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 49 =
24 + 50 =,4,74,24 + 50 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 50 =
24 + 51 =,5,75,24 + 51 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 51 =
24 + 52 =,6,76,24 + 52 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 52 =
24 + 53 =,7,77,24 + 53 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 53 =
24 + 54 =,8,78,24 + 54 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 54 =
24 + 55 =,9,79,24 + 55 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 55 =
24 + 56 =,10,80,24 + 56 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 56 =
24 + 57 =,11,81,24 + 57 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 57 =
24 + 58 =,12,82,24 + 58 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 58 =
24 + 59 =,13,83,24 + 59 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 59 =
24 + 60 =,4,84,24 + 60 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 60 =
24 + 61 =,5,85,24 + 61 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 61 =
24 + 62 =,6,86,24 + 62 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 62 =
24 + 63 =,7,87,24 + 63 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 63 =
24 + 64 =,8,88,24 + 64 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 64 =
24 + 65 =,9,89,24 + 65 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 65 =
24 + 66 =,10,90,24 + 66 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 66 =
24 + 67 =,11,91,24 + 67 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 67 =
24 + 68 =,12,92,24 + 68 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 68 =
24 + 69 =,13,93,24 + 69 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 69 =
24 + 70 =,4,94,24 + 70 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 70 =
24 + 71 =,5,95,24 + 71 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 71 =
24 + 72 =,6,96,24 + 72 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 72 =
24 + 73 =,7,97,24 + 73 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 73 =
24 + 74 =,8,98,24 + 74 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 74 =
24 + 75 =,9,99,24 + 75 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 75 =
24 + 76 =,10,100,24 + 76 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 76 =
24 + 77 =,11,101,24 + 77 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 77 =
24 + 78 =,12,102,24 + 78 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 78 =
24 + 79 =,13,103,24 + 79 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 79 =
24 + 80 =,4,104,24 + 80 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 80 =
24 + 81 =,5,105,24 + 81 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 81 =
24 + 82 =,6,106,24 + 82 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 82 =
24 + 83 =,7,107,24 + 83 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 83 =
24 + 84 =,8,108,24 + 84 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 84 =
24 + 85 =,9,109,24 + 85 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 85 =
24 + 86 =,10,110,24 + 86 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 86 =
24 + 87 =,11,111,24 + 87 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 87 =
24 + 88 =,12,112,24 + 88 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 88 =
24 + 89 =,13,113,24 + 89 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 89 =
24 + 90 =,4,114,24 + 90 =,two_digit_addition,two_digit_addition,4 + 0 =,24 + 90 =
24 + 91 =,5,115,24 + 91 =,two_digit_addition,two_digit_addition,4 + 1 =,24 + 91 =
24 + 92 =,6,116,24 + 92 =,two_digit_addition,two_digit_addition,4 + 2 =,24 + 92 =
24 + 93 =,7,117,24 + 93 =,two_digit_addition,two_digit_addition,4 + 3 =,24 + 93 =
24 + 94 =,8,118,24 + 94 =,two_digit_addition,two_digit_addition,4 + 4 =,24 + 94 =
24 + 95 =,9,119,24 + 95 =,two_digit_addition,two_digit_addition,4 + 5 =,24 + 95 =
24 + 96 =,10,120,24 + 96 =,two_digit_addition,two_digit_addition,4 + 6 =,24 + 96 =
24 + 97 =,11,121,24 + 97 =,two_digit_addition,two_digit_addition,4 + 7 =,24 + 97 =
24 + 98 =,12,122,24 + 98 =,two_digit_addition,two_digit_addition,4 + 8 =,24 + 98 =
24 + 99 =,13,123,24 + 99 =,two_digit_addition,two_digit_addition,4 + 9 =,24 + 99 =
25 + 10 =,5,35,25 + 10 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 10 =
25 + 11 =,6,36,25 + 11 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 11 =
25 + 12 =,7,37,25 + 12 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 12 =
25 + 13 =,8,38,25 + 13 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 13 =
25 + 14 =,9,39,25 + 14 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 14 =
25 + 15 =,10,40,25 + 15 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 15 =
25 + 16 =,11,41,25 + 16 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 16 =
25 + 17 =,12,42,25 + 17 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 17 =
25 + 18 =,13,43,25 + 18 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 18 =
25 + 19 =,14,44,25 + 19 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 19 =
25 + 20 =,5,45,25 + 20 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 20 =
25 + 21 =,6,46,25 + 21 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 21 =
25 + 22 =,7,47,25 + 22 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 22 =
25 + 23 =,8,48,25 + 23 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 23 =
25 + 24 =,9,49,25 + 24 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 24 =
25 + 25 =,10,50,25 + 25 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 25 =
25 + 26 =,11,51,25 + 26 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 26 =
25 + 27 =,12,52,25 + 27 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 27 =
25 + 28 =,13,53,25 + 28 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 28 =
25 + 29 =,14,54,25 + 29 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 29 =
25 + 30 =,5,55,25 + 30 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 30 =
25 + 31 =,6,56,25 + 31 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 31 =
25 + 32 =,7,57,25 + 32 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 32 =
25 + 33 =,8,58,25 + 33 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 33 =
25 + 34 =,9,59,25 + 34 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 34 =
25 + 35 =,10,60,25 + 35 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 35 =
25 + 36 =,11,61,25 + 36 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 36 =
25 + 37 =,12,62,25 + 37 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 37 =
25 + 38 =,13,63,25 + 38 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 38 =
25 + 39 =,14,64,25 + 39 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 39 =
25 + 40 =,5,65,25 + 40 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 40 =
25 + 41 =,6,66,25 + 41 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 41 =
25 + 42 =,7,67,25 + 42 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 42 =
25 + 43 =,8,68,25 + 43 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 43 =
25 + 44 =,9,69,25 + 44 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 44 =
25 + 45 =,10,70,25 + 45 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 45 =
25 + 46 =,11,71,25 + 46 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 46 =
25 + 47 =,12,72,25 + 47 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 47 =
25 + 48 =,13,73,25 + 48 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 48 =
25 + 49 =,14,74,25 + 49 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 49 =
25 + 50 =,5,75,25 + 50 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 50 =
25 + 51 =,6,76,25 + 51 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 51 =
25 + 52 =,7,77,25 + 52 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 52 =
25 + 53 =,8,78,25 + 53 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 53 =
25 + 54 =,9,79,25 + 54 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 54 =
25 + 55 =,10,80,25 + 55 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 55 =
25 + 56 =,11,81,25 + 56 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 56 =
25 + 57 =,12,82,25 + 57 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 57 =
25 + 58 =,13,83,25 + 58 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 58 =
25 + 59 =,14,84,25 + 59 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 59 =
25 + 60 =,5,85,25 + 60 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 60 =
25 + 61 =,6,86,25 + 61 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 61 =
25 + 62 =,7,87,25 + 62 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 62 =
25 + 63 =,8,88,25 + 63 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 63 =
25 + 64 =,9,89,25 + 64 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 64 =
25 + 65 =,10,90,25 + 65 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 65 =
25 + 66 =,11,91,25 + 66 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 66 =
25 + 67 =,12,92,25 + 67 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 67 =
25 + 68 =,13,93,25 + 68 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 68 =
25 + 69 =,14,94,25 + 69 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 69 =
25 + 70 =,5,95,25 + 70 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 70 =
25 + 71 =,6,96,25 + 71 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 71 =
25 + 72 =,7,97,25 + 72 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 72 =
25 + 73 =,8,98,25 + 73 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 73 =
25 + 74 =,9,99,25 + 74 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 74 =
25 + 75 =,10,100,25 + 75 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 75 =
25 + 76 =,11,101,25 + 76 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 76 =
25 + 77 =,12,102,25 + 77 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 77 =
25 + 78 =,13,103,25 + 78 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 78 =
25 + 79 =,14,104,25 + 79 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 79 =
25 + 80 =,5,105,25 + 80 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 80 =
25 + 81 =,6,106,25 + 81 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 81 =
25 + 82 =,7,107,25 + 82 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 82 =
25 + 83 =,8,108,25 + 83 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 83 =
25 + 84 =,9,109,25 + 84 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 84 =
25 + 85 =,10,110,25 + 85 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 85 =
25 + 86 =,11,111,25 + 86 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 86 =
25 + 87 =,12,112,25 + 87 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 87 =
25 + 88 =,13,113,25 + 88 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 88 =
25 + 89 =,14,114,25 + 89 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 89 =
25 + 90 =,5,115,25 + 90 =,two_digit_addition,two_digit_addition,5 + 0 =,25 + 90 =
25 + 91 =,6,116,25 + 91 =,two_digit_addition,two_digit_addition,5 + 1 =,25 + 91 =
25 + 92 =,7,117,25 + 92 =,two_digit_addition,two_digit_addition,5 + 2 =,25 + 92 =
25 + 93 =,8,118,25 + 93 =,two_digit_addition,two_digit_addition,5 + 3 =,25 + 93 =
25 + 94 =,9,119,25 + 94 =,two_digit_addition,two_digit_addition,5 + 4 =,25 + 94 =
25 + 95 =,10,120,25 + 95 =,two_digit_addition,two_digit_addition,5 + 5 =,25 + 95 =
25 + 96 =,11,121,25 + 96 =,two_digit_addition,two_digit_addition,5 + 6 =,25 + 96 =
25 + 97 =,12,122,25 + 97 =,two_digit_addition,two_digit_addition,5 + 7 =,25 + 97 =
25 + 98 =,13,123,25 + 98 =,two_digit_addition,two_digit_addition,5 + 8 =,25 + 98 =
25 + 99 =,14,124,25 + 99 =,two_digit_addition,two_digit_addition,5 + 9 =,25 + 99 =
26 + 10 =,6,36,26 + 10 =,two_digit_addition,two_digit_addition,6 + 0 =,26 + 10 =
26 + 11 =,7,37,26 + 11 =,two_digit_addition,two_digit_addition,6 + 1 =,26 + 11 =
26 + 12 =,8,38,26 + 12 =,two_digit_addition,two_digit_addition,6 + 2 =,26 + 12 =
26 + 13 =,9,39,26 + 13 =,two_digit_addition,two_digit_addition,6 + 3 =,26 + 13 =
26 + 14 =,10,40,26 + 14 =,two_digit_addition,two_digit_addition,6 + 4 =,26 + 14 =
26 + 15 =,11,41,26 + 15 =,two_digit_addition,two_digit_addition,6 + 5 =,26 + 15 =
26 + 16 =,12,42,26 + 16 =,two_digit_addition,two_digit_addition,6 + 6 =,26 + 16 =
26 + 17 =,13,43,26 + 17 =,two_digit_addition,two_digit_addition,6 + 7 =,26 + 17 =
26 + 18 =,14,44,26 + 18 =,two_digit_addition,two_digit_addition,6 + 8 =,26 + 18 =
26 + 19 =,15,45,26 + 19 =,two_digit_addition,two_digit_addition,6 + 9 =,26 + 19 =
26 + 20 =,6,46,26 + 20 =,two_digit_addition,two_digit_addition,6 + 0 =,26 + 20 =
26 + 21 =,7,47,26 + 21 =,two_digit_addition,two_digit_addition,6 + 1 =,26 + 21 =
