question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype
(1//6)*8=,0,0,(1//6),math_novar,math_novar
(1-8)+9=,-7,2,(1-8),math_novar,math_novar
(6//9)//5=,0,0,(6//9),math_novar,math_novar
(1//7)-1=,0,-1,(1//7),math_novar,math_novar
(5+3)-7=,8,1,(5+3),math_novar,math_novar
(4+7)-2=,11,9,(4+7),math_novar,math_novar
(3//9)*1=,0,0,(3//9),math_novar,math_novar
(5*1)-3=,5,2,(5*1),math_novar,math_novar
(5-4)-4=,1,-3,(5-4),math_novar,math_novar
(6+5)//6=,11,1,(6+5),math_novar,math_novar
(6-4)*1=,2,2,(6-4),math_novar,math_novar
(5*4)*6=,20,120,(5*4),math_novar,math_novar
(2//5)+9=,0,9,(2//5),math_novar,math_novar
(7+7)*8=,14,112,(7+7),math_novar,math_novar
(9//9)*1=,1,1,(9//9),math_novar,math_novar
(4//6)*9=,0,0,(4//6),math_novar,math_novar
(7*4)*8=,28,224,(7*4),math_novar,math_novar
(1*8)*4=,8,32,(1*8),math_novar,math_novar
(3+6)+4=,9,13,(3+6),math_novar,math_novar
(1-6)*1=,-5,-5,(1-6),math_novar,math_novar
(4+1)+4=,5,9,(4+1),math_novar,math_novar
(3-7)//7=,-4,-1,(3-7),math_novar,math_novar
(6+9)*1=,15,15,(6+9),math_novar,math_novar
(3-9)*2=,-6,-12,(3-9),math_novar,math_novar
(4+1)-3=,5,2,(4+1),math_novar,math_novar
(7*8)-8=,56,48,(7*8),math_novar,math_novar
(6-7)-7=,-1,-8,(6-7),math_novar,math_novar
(8+1)//2=,9,4,(8+1),math_novar,math_novar
(3*5)+8=,15,23,(3*5),math_novar,math_novar
(2//7)-9=,0,-9,(2//7),math_novar,math_novar
(7+3)+8=,10,18,(7+3),math_novar,math_novar
(4+1)-1=,5,4,(4+1),math_novar,math_novar
(3*5)-7=,15,8,(3*5),math_novar,math_novar
(8+4)+3=,12,15,(8+4),math_novar,math_novar
(8*9)+7=,72,79,(8*9),math_novar,math_novar
(4+7)//4=,11,2,(4+7),math_novar,math_novar
(9*9)+7=,81,88,(9*9),math_novar,math_novar
(4*4)+8=,16,24,(4*4),math_novar,math_novar
(3//1)*8=,3,24,(3//1),math_novar,math_novar
(4*8)+4=,32,36,(4*8),math_novar,math_novar
(6-2)-6=,4,-2,(6-2),math_novar,math_novar
(9//5)-9=,1,-8,(9//5),math_novar,math_novar
(5//3)//5=,1,0,(5//3),math_novar,math_novar
(6*9)+2=,54,56,(6*9),math_novar,math_novar
(7+8)//2=,15,7,(7+8),math_novar,math_novar
(3+1)+7=,4,11,(3+1),math_novar,math_novar
(7*8)-9=,56,47,(7*8),math_novar,math_novar
(2//7)-3=,0,-3,(2//7),math_novar,math_novar
(5//5)//4=,1,0,(5//5),math_novar,math_novar
(2//5)//4=,0,0,(2//5),math_novar,math_novar
(6//6)//7=,1,0,(6//6),math_novar,math_novar
(9-2)+2=,7,9,(9-2),math_novar,math_novar
(4*8)+1=,32,33,(4*8),math_novar,math_novar
(4-6)+9=,-2,7,(4-6),math_novar,math_novar
(5//5)+1=,1,2,(5//5),math_novar,math_novar
(4+9)*9=,13,117,(4+9),math_novar,math_novar
(7//4)//1=,1,1,(7//4),math_novar,math_novar
(5//5)-7=,1,-6,(5//5),math_novar,math_novar
(2-7)-5=,-5,-10,(2-7),math_novar,math_novar
(1*9)-5=,9,4,(1*9),math_novar,math_novar
(6*2)+5=,12,17,(6*2),math_novar,math_novar
(2//3)-2=,0,-2,(2//3),math_novar,math_novar
(9-5)//9=,4,0,(9-5),math_novar,math_novar
(9//9)+1=,1,2,(9//9),math_novar,math_novar
(3+2)//5=,5,1,(3+2),math_novar,math_novar
(9-3)*9=,6,54,(9-3),math_novar,math_novar
(1//8)-4=,0,-4,(1//8),math_novar,math_novar
(8//8)+4=,1,5,(8//8),math_novar,math_novar
(5-2)+1=,3,4,(5-2),math_novar,math_novar
(4-7)//4=,-3,-1,(4-7),math_novar,math_novar
(5+6)*9=,11,99,(5+6),math_novar,math_novar
(6+4)*5=,10,50,(6+4),math_novar,math_novar
(2*3)+2=,6,8,(2*3),math_novar,math_novar
(9//9)-9=,1,-8,(9//9),math_novar,math_novar
(5+8)-5=,13,8,(5+8),math_novar,math_novar
(9+4)-9=,13,4,(9+4),math_novar,math_novar
(3+1)*4=,4,16,(3+1),math_novar,math_novar
(5-7)-1=,-2,-3,(5-7),math_novar,math_novar
(1*1)+4=,1,5,(1*1),math_novar,math_novar
(7+9)-5=,16,11,(7+9),math_novar,math_novar
(8//6)//6=,1,0,(8//6),math_novar,math_novar
(5//9)-8=,0,-8,(5//9),math_novar,math_novar
(6+6)+6=,12,18,(6+6),math_novar,math_novar
(9*9)+2=,81,83,(9*9),math_novar,math_novar
(2//9)-7=,0,-7,(2//9),math_novar,math_novar
(9*8)+8=,72,80,(9*8),math_novar,math_novar
(9-8)+1=,1,2,(9-8),math_novar,math_novar
(3//6)+9=,0,9,(3//6),math_novar,math_novar
(1+7)//1=,8,8,(1+7),math_novar,math_novar
(7*4)-2=,28,26,(7*4),math_novar,math_novar
(8//5)//4=,1,0,(8//5),math_novar,math_novar
(2-2)//5=,0,0,(2-2),math_novar,math_novar
(8//7)+7=,1,8,(8//7),math_novar,math_novar
(8-9)+5=,-1,4,(8-9),math_novar,math_novar
(7//3)-4=,2,-2,(7//3),math_novar,math_novar
(2+2)//1=,4,4,(2+2),math_novar,math_novar
(2-3)-6=,-1,-7,(2-3),math_novar,math_novar
(6*4)-5=,24,19,(6*4),math_novar,math_novar
(8+5)*7=,13,91,(8+5),math_novar,math_novar
(1-2)//9=,-1,-1,(1-2),math_novar,math_novar
(1+4)*8=,5,40,(1+4),math_novar,math_novar
(3//2)-4=,1,-3,(3//2),math_novar,math_novar
(4-6)*3=,-2,-6,(4-6),math_novar,math_novar
(1-3)//4=,-2,-1,(1-3),math_novar,math_novar
(5//3)+6=,1,7,(5//3),math_novar,math_novar
(4-7)*6=,-3,-18,(4-7),math_novar,math_novar
(9//5)*3=,1,3,(9//5),math_novar,math_novar
(6+2)+2=,8,10,(6+2),math_novar,math_novar
(8//8)-9=,1,-8,(8//8),math_novar,math_novar
(2-2)//4=,0,0,(2-2),math_novar,math_novar
(3-3)-3=,0,-3,(3-3),math_novar,math_novar
(3*7)//4=,21,5,(3*7),math_novar,math_novar
(7*1)*3=,7,21,(7*1),math_novar,math_novar
(5//6)-7=,0,-7,(5//6),math_novar,math_novar
(3+4)*7=,7,49,(3+4),math_novar,math_novar
(2-2)//3=,0,0,(2-2),math_novar,math_novar
(1-1)-5=,0,-5,(1-1),math_novar,math_novar
(4+5)//2=,9,4,(4+5),math_novar,math_novar
(6+7)+5=,13,18,(6+7),math_novar,math_novar
(2//2)//7=,1,0,(2//2),math_novar,math_novar
(9//5)*9=,1,9,(9//5),math_novar,math_novar
(2*9)+7=,18,25,(2*9),math_novar,math_novar
(5-3)//8=,2,0,(5-3),math_novar,math_novar
(5-4)//1=,1,1,(5-4),math_novar,math_novar
(3//3)-5=,1,-4,(3//3),math_novar,math_novar
(3*9)//7=,27,3,(3*9),math_novar,math_novar
(6*1)//9=,6,0,(6*1),math_novar,math_novar
(6//5)//8=,1,0,(6//5),math_novar,math_novar
(3//4)+4=,0,4,(3//4),math_novar,math_novar
(9+4)*3=,13,39,(9+4),math_novar,math_novar
(3*8)//3=,24,8,(3*8),math_novar,math_novar
(4+7)-5=,11,6,(4+7),math_novar,math_novar
(1*4)*7=,4,28,(1*4),math_novar,math_novar
(5//3)+4=,1,5,(5//3),math_novar,math_novar
(7//4)-3=,1,-2,(7//4),math_novar,math_novar
(5//9)+2=,0,2,(5//9),math_novar,math_novar
(3-9)//6=,-6,-1,(3-9),math_novar,math_novar
(5//3)*9=,1,9,(5//3),math_novar,math_novar
(6-5)+2=,1,3,(6-5),math_novar,math_novar
(2*1)+9=,2,11,(2*1),math_novar,math_novar
(7//3)//8=,2,0,(7//3),math_novar,math_novar
(6*8)+5=,48,53,(6*8),math_novar,math_novar
(6-4)+3=,2,5,(6-4),math_novar,math_novar
(3-8)-6=,-5,-11,(3-8),math_novar,math_novar
(7//1)-7=,7,0,(7//1),math_novar,math_novar
(2//2)//4=,1,0,(2//2),math_novar,math_novar
(3//4)*9=,0,0,(3//4),math_novar,math_novar
(2*4)+2=,8,10,(2*4),math_novar,math_novar
(2+2)*1=,4,4,(2+2),math_novar,math_novar
(8-8)+4=,0,4,(8-8),math_novar,math_novar
(1//1)+7=,1,8,(1//1),math_novar,math_novar
(7//4)+4=,1,5,(7//4),math_novar,math_novar
(2+5)*2=,7,14,(2+5),math_novar,math_novar
(1-7)-6=,-6,-12,(1-7),math_novar,math_novar
(5+4)//9=,9,1,(5+4),math_novar,math_novar
(1-4)//2=,-3,-2,(1-4),math_novar,math_novar
(1//5)*1=,0,0,(1//5),math_novar,math_novar
(9//1)*5=,9,45,(9//1),math_novar,math_novar
(9*6)-5=,54,49,(9*6),math_novar,math_novar
(6-8)-7=,-2,-9,(6-8),math_novar,math_novar
(9-7)*1=,2,2,(9-7),math_novar,math_novar
(1*7)//9=,7,0,(1*7),math_novar,math_novar
(4//6)*8=,0,0,(4//6),math_novar,math_novar
(5//5)*3=,1,3,(5//5),math_novar,math_novar
(6-2)+8=,4,12,(6-2),math_novar,math_novar
(7//5)*2=,1,2,(7//5),math_novar,math_novar
(8-2)//1=,6,6,(8-2),math_novar,math_novar
(2*7)//5=,14,2,(2*7),math_novar,math_novar
(6*9)-2=,54,52,(6*9),math_novar,math_novar
(3*6)*1=,18,18,(3*6),math_novar,math_novar
(6+3)+3=,9,12,(6+3),math_novar,math_novar
(6+3)+7=,9,16,(6+3),math_novar,math_novar
(5//5)//9=,1,0,(5//5),math_novar,math_novar
(3-2)*2=,1,2,(3-2),math_novar,math_novar
(3//4)*3=,0,0,(3//4),math_novar,math_novar
(6+5)//8=,11,1,(6+5),math_novar,math_novar
(5//3)+5=,1,6,(5//3),math_novar,math_novar
(5+1)+4=,6,10,(5+1),math_novar,math_novar
(9//5)//3=,1,0,(9//5),math_novar,math_novar
(1-7)//5=,-6,-2,(1-7),math_novar,math_novar
(3-7)//9=,-4,-1,(3-7),math_novar,math_novar
(9+4)//1=,13,13,(9+4),math_novar,math_novar
(2//1)-8=,2,-6,(2//1),math_novar,math_novar
(8//1)//1=,8,8,(8//1),math_novar,math_novar
(8//3)+5=,2,7,(8//3),math_novar,math_novar
(8*9)-5=,72,67,(8*9),math_novar,math_novar
(6+2)*9=,8,72,(6+2),math_novar,math_novar
(9*8)+9=,72,81,(9*8),math_novar,math_novar
(8+9)*5=,17,85,(8+9),math_novar,math_novar
(4*8)-2=,32,30,(4*8),math_novar,math_novar
(6//3)*4=,2,8,(6//3),math_novar,math_novar
(3+2)*3=,5,15,(3+2),math_novar,math_novar
(3*9)-3=,27,24,(3*9),math_novar,math_novar
(7*5)-8=,35,27,(7*5),math_novar,math_novar
(7//6)+8=,1,9,(7//6),math_novar,math_novar
(8*6)*1=,48,48,(8*6),math_novar,math_novar
(4*5)//7=,20,2,(4*5),math_novar,math_novar
(3-5)-8=,-2,-10,(3-5),math_novar,math_novar
(3*7)//6=,21,3,(3*7),math_novar,math_novar
(8*1)+9=,8,17,(8*1),math_novar,math_novar
(4*3)-9=,12,3,(4*3),math_novar,math_novar
(9+6)//5=,15,3,(9+6),math_novar,math_novar
(6//6)-1=,1,0,(6//6),math_novar,math_novar
(3+9)+4=,12,16,(3+9),math_novar,math_novar
(8-5)*9=,3,27,(8-5),math_novar,math_novar
(6-3)//7=,3,0,(6-3),math_novar,math_novar
(8*8)//8=,64,8,(8*8),math_novar,math_novar
(1*2)*7=,2,14,(1*2),math_novar,math_novar
(4-2)-6=,2,-4,(4-2),math_novar,math_novar
(1//6)-7=,0,-7,(1//6),math_novar,math_novar
(8+6)-9=,14,5,(8+6),math_novar,math_novar
(4//5)*4=,0,0,(4//5),math_novar,math_novar
(8+2)//9=,10,1,(8+2),math_novar,math_novar
(6+2)//3=,8,2,(6+2),math_novar,math_novar
(3//8)//9=,0,0,(3//8),math_novar,math_novar
(1-8)//1=,-7,-7,(1-8),math_novar,math_novar
(5//3)-6=,1,-5,(5//3),math_novar,math_novar
(8*4)*2=,32,64,(8*4),math_novar,math_novar
(2+9)-3=,11,8,(2+9),math_novar,math_novar
(1*8)-8=,8,0,(1*8),math_novar,math_novar
(4//2)+9=,2,11,(4//2),math_novar,math_novar
(3+3)+2=,6,8,(3+3),math_novar,math_novar
(6*2)*1=,12,12,(6*2),math_novar,math_novar
(5*2)//8=,10,1,(5*2),math_novar,math_novar
(1-2)-5=,-1,-6,(1-2),math_novar,math_novar
(1*3)-3=,3,0,(1*3),math_novar,math_novar
(6-4)*9=,2,18,(6-4),math_novar,math_novar
(4//3)-5=,1,-4,(4//3),math_novar,math_novar
(4-6)//6=,-2,-1,(4-6),math_novar,math_novar
(8+3)//9=,11,1,(8+3),math_novar,math_novar
(3//5)+1=,0,1,(3//5),math_novar,math_novar
(8-4)-2=,4,2,(8-4),math_novar,math_novar
(1//1)-7=,1,-6,(1//1),math_novar,math_novar
(2-8)+7=,-6,1,(2-8),math_novar,math_novar
(2//4)+1=,0,1,(2//4),math_novar,math_novar
(5+9)//9=,14,1,(5+9),math_novar,math_novar
(8+1)-2=,9,7,(8+1),math_novar,math_novar
(6*7)-8=,42,34,(6*7),math_novar,math_novar
(8-6)*7=,2,14,(8-6),math_novar,math_novar
(5//1)+9=,5,14,(5//1),math_novar,math_novar
(8//8)//3=,1,0,(8//8),math_novar,math_novar
(5*3)-2=,15,13,(5*3),math_novar,math_novar
(4-4)*8=,0,0,(4-4),math_novar,math_novar
(5//6)-8=,0,-8,(5//6),math_novar,math_novar
(1-3)+5=,-2,3,(1-3),math_novar,math_novar
(7//8)-2=,0,-2,(7//8),math_novar,math_novar
(4//4)-9=,1,-8,(4//4),math_novar,math_novar
(1*9)-6=,9,3,(1*9),math_novar,math_novar
(1//6)-3=,0,-3,(1//6),math_novar,math_novar
(9+4)+6=,13,19,(9+4),math_novar,math_novar
(5+4)*9=,9,81,(5+4),math_novar,math_novar
(5*4)*2=,20,40,(5*4),math_novar,math_novar
(4//5)+2=,0,2,(4//5),math_novar,math_novar
(3-6)//2=,-3,-2,(3-6),math_novar,math_novar
(6*3)//3=,18,6,(6*3),math_novar,math_novar
(9*5)+9=,45,54,(9*5),math_novar,math_novar
(8+7)//8=,15,1,(8+7),math_novar,math_novar
(4//9)*5=,0,0,(4//9),math_novar,math_novar
(6//9)*4=,0,0,(6//9),math_novar,math_novar
(7-2)//2=,5,2,(7-2),math_novar,math_novar
(7//8)*4=,0,0,(7//8),math_novar,math_novar
(4//5)-8=,0,-8,(4//5),math_novar,math_novar
(1*3)*9=,3,27,(1*3),math_novar,math_novar
(5*4)//2=,20,10,(5*4),math_novar,math_novar
(8//1)*2=,8,16,(8//1),math_novar,math_novar
(3+7)*7=,10,70,(3+7),math_novar,math_novar
(4+6)-4=,10,6,(4+6),math_novar,math_novar
(6//9)-1=,0,-1,(6//9),math_novar,math_novar
(3-1)+9=,2,11,(3-1),math_novar,math_novar
(4-3)//6=,1,0,(4-3),math_novar,math_novar
(8+1)//7=,9,1,(8+1),math_novar,math_novar
(2-4)*1=,-2,-2,(2-4),math_novar,math_novar
(9//5)+9=,1,10,(9//5),math_novar,math_novar
(2*1)//9=,2,0,(2*1),math_novar,math_novar
(4*8)*5=,32,160,(4*8),math_novar,math_novar
(3*2)//1=,6,6,(3*2),math_novar,math_novar
(6+7)//3=,13,4,(6+7),math_novar,math_novar
(7*4)//4=,28,7,(7*4),math_novar,math_novar
(6-8)+4=,-2,2,(6-8),math_novar,math_novar
(3-6)//8=,-3,-1,(3-6),math_novar,math_novar
(5*6)//7=,30,4,(5*6),math_novar,math_novar
(3*3)-2=,9,7,(3*3),math_novar,math_novar
(8+7)*8=,15,120,(8+7),math_novar,math_novar
(4//7)//7=,0,0,(4//7),math_novar,math_novar
(7//9)//4=,0,0,(7//9),math_novar,math_novar
(8-7)//7=,1,0,(8-7),math_novar,math_novar
(7+1)*9=,8,72,(7+1),math_novar,math_novar
(6//1)-1=,6,5,(6//1),math_novar,math_novar
(5*6)+2=,30,32,(5*6),math_novar,math_novar
(5//9)//3=,0,0,(5//9),math_novar,math_novar
(4-3)+8=,1,9,(4-3),math_novar,math_novar
(4*6)-2=,24,22,(4*6),math_novar,math_novar
(2*4)-7=,8,1,(2*4),math_novar,math_novar
(3+4)-3=,7,4,(3+4),math_novar,math_novar
(9-8)-4=,1,-3,(9-8),math_novar,math_novar
(4//4)+3=,1,4,(4//4),math_novar,math_novar
(9+3)//6=,12,2,(9+3),math_novar,math_novar
(8-4)//9=,4,0,(8-4),math_novar,math_novar
(8*5)+2=,40,42,(8*5),math_novar,math_novar
(1//4)-8=,0,-8,(1//4),math_novar,math_novar
(2-2)//1=,0,0,(2-2),math_novar,math_novar
(6*6)+4=,36,40,(6*6),math_novar,math_novar
(6//5)-1=,1,0,(6//5),math_novar,math_novar
(8-6)//5=,2,0,(8-6),math_novar,math_novar
(3+4)-5=,7,2,(3+4),math_novar,math_novar
(9*1)//1=,9,9,(9*1),math_novar,math_novar
(5*6)-9=,30,21,(5*6),math_novar,math_novar
(7*1)+7=,7,14,(7*1),math_novar,math_novar
(9+2)+9=,11,20,(9+2),math_novar,math_novar
(8+7)+4=,15,19,(8+7),math_novar,math_novar
(2+7)+5=,9,14,(2+7),math_novar,math_novar
(6+3)//7=,9,1,(6+3),math_novar,math_novar
(9+6)-4=,15,11,(9+6),math_novar,math_novar
(7-6)*9=,1,9,(7-6),math_novar,math_novar
(3*7)+8=,21,29,(3*7),math_novar,math_novar
(4-5)//2=,-1,-1,(4-5),math_novar,math_novar
(1*5)+1=,5,6,(1*5),math_novar,math_novar
(9+9)+6=,18,24,(9+9),math_novar,math_novar
(7//8)-1=,0,-1,(7//8),math_novar,math_novar
(5-6)+5=,-1,4,(5-6),math_novar,math_novar
(5*9)+1=,45,46,(5*9),math_novar,math_novar
(4//5)//5=,0,0,(4//5),math_novar,math_novar
(7+5)+5=,12,17,(7+5),math_novar,math_novar
(6//8)+3=,0,3,(6//8),math_novar,math_novar
(9-3)//5=,6,1,(9-3),math_novar,math_novar
(9-6)*1=,3,3,(9-6),math_novar,math_novar
(5//9)//2=,0,0,(5//9),math_novar,math_novar
(3-7)*3=,-4,-12,(3-7),math_novar,math_novar
(7*9)//6=,63,10,(7*9),math_novar,math_novar
(6+9)//6=,15,2,(6+9),math_novar,math_novar
(8-3)*2=,5,10,(8-3),math_novar,math_novar
(9-3)+5=,6,11,(9-3),math_novar,math_novar
(1-6)-7=,-5,-12,(1-6),math_novar,math_novar
(5-5)+7=,0,7,(5-5),math_novar,math_novar
(3//4)+6=,0,6,(3//4),math_novar,math_novar
(9-1)+1=,8,9,(9-1),math_novar,math_novar
(9+2)*4=,11,44,(9+2),math_novar,math_novar
(8*5)*5=,40,200,(8*5),math_novar,math_novar
(6+3)+8=,9,17,(6+3),math_novar,math_novar
(7+3)*7=,10,70,(7+3),math_novar,math_novar
(3//6)-2=,0,-2,(3//6),math_novar,math_novar
(2-7)-2=,-5,-7,(2-7),math_novar,math_novar
(1//1)+9=,1,10,(1//1),math_novar,math_novar
(4+5)+4=,9,13,(4+5),math_novar,math_novar
(8+2)//1=,10,10,(8+2),math_novar,math_novar
(5+5)*4=,10,40,(5+5),math_novar,math_novar
(1+1)+6=,2,8,(1+1),math_novar,math_novar
(8//9)-8=,0,-8,(8//9),math_novar,math_novar
(8*6)-9=,48,39,(8*6),math_novar,math_novar
(3-8)//4=,-5,-2,(3-8),math_novar,math_novar
(8*9)-6=,72,66,(8*9),math_novar,math_novar
(6//3)-8=,2,-6,(6//3),math_novar,math_novar
(7//2)//3=,3,1,(7//2),math_novar,math_novar
(4*2)+3=,8,11,(4*2),math_novar,math_novar
(1+2)//5=,3,0,(1+2),math_novar,math_novar
(3//4)-2=,0,-2,(3//4),math_novar,math_novar
(8-4)//7=,4,0,(8-4),math_novar,math_novar
(6*8)//1=,48,48,(6*8),math_novar,math_novar
(8+4)*9=,12,108,(8+4),math_novar,math_novar
(2-1)*8=,1,8,(2-1),math_novar,math_novar
(3//9)//6=,0,0,(3//9),math_novar,math_novar
(2+4)*2=,6,12,(2+4),math_novar,math_novar
(8//3)//1=,2,2,(8//3),math_novar,math_novar
(7+7)-1=,14,13,(7+7),math_novar,math_novar
(1*6)-1=,6,5,(1*6),math_novar,math_novar
(5-3)*3=,2,6,(5-3),math_novar,math_novar
(4*5)-2=,20,18,(4*5),math_novar,math_novar
(1*5)//7=,5,0,(1*5),math_novar,math_novar
(6+9)*8=,15,120,(6+9),math_novar,math_novar
(1//6)//4=,0,0,(1//6),math_novar,math_novar
(3*9)-9=,27,18,(3*9),math_novar,math_novar
(4*5)*8=,20,160,(4*5),math_novar,math_novar
(9*1)+3=,9,12,(9*1),math_novar,math_novar
(8*4)*3=,32,96,(8*4),math_novar,math_novar
(6//9)//2=,0,0,(6//9),math_novar,math_novar
(1-7)+6=,-6,0,(1-7),math_novar,math_novar
(2-4)+5=,-2,3,(2-4),math_novar,math_novar
(2+3)//9=,5,0,(2+3),math_novar,math_novar
(8-2)//6=,6,1,(8-2),math_novar,math_novar
(4*1)+1=,4,5,(4*1),math_novar,math_novar
(9//8)*8=,1,8,(9//8),math_novar,math_novar
(4*3)//5=,12,2,(4*3),math_novar,math_novar
(3//7)+2=,0,2,(3//7),math_novar,math_novar
(6*5)//6=,30,5,(6*5),math_novar,math_novar
(6-3)//8=,3,0,(6-3),math_novar,math_novar
(8*3)-1=,24,23,(8*3),math_novar,math_novar
(1+7)+3=,8,11,(1+7),math_novar,math_novar
(9//9)+9=,1,10,(9//9),math_novar,math_novar
(5//2)-2=,2,0,(5//2),math_novar,math_novar
(7*6)+6=,42,48,(7*6),math_novar,math_novar
(4-7)+2=,-3,-1,(4-7),math_novar,math_novar
(2//1)*3=,2,6,(2//1),math_novar,math_novar
(7+5)*6=,12,72,(7+5),math_novar,math_novar
(8+6)+6=,14,20,(8+6),math_novar,math_novar
(8//9)//2=,0,0,(8//9),math_novar,math_novar
(5-1)+7=,4,11,(5-1),math_novar,math_novar
(4-8)+4=,-4,0,(4-8),math_novar,math_novar
(7*5)-1=,35,34,(7*5),math_novar,math_novar
(1+7)+1=,8,9,(1+7),math_novar,math_novar
(9-6)-9=,3,-6,(9-6),math_novar,math_novar
(7+2)+8=,9,17,(7+2),math_novar,math_novar
(8//3)*2=,2,4,(8//3),math_novar,math_novar
(2//5)+5=,0,5,(2//5),math_novar,math_novar
(2*7)-5=,14,9,(2*7),math_novar,math_novar
(1-8)*4=,-7,-28,(1-8),math_novar,math_novar
(1+7)*3=,8,24,(1+7),math_novar,math_novar
(5+6)+2=,11,13,(5+6),math_novar,math_novar
(5*2)+9=,10,19,(5*2),math_novar,math_novar
(5*9)+2=,45,47,(5*9),math_novar,math_novar
(1-3)-5=,-2,-7,(1-3),math_novar,math_novar
(7//9)+4=,0,4,(7//9),math_novar,math_novar
(2//9)+7=,0,7,(2//9),math_novar,math_novar
(9+3)+6=,12,18,(9+3),math_novar,math_novar
(2+2)*7=,4,28,(2+2),math_novar,math_novar
(9//4)*9=,2,18,(9//4),math_novar,math_novar
(7+2)*2=,9,18,(7+2),math_novar,math_novar
(9*5)-5=,45,40,(9*5),math_novar,math_novar
(3-7)*6=,-4,-24,(3-7),math_novar,math_novar
(8+3)*6=,11,66,(8+3),math_novar,math_novar
(6//1)+1=,6,7,(6//1),math_novar,math_novar
(5+4)+1=,9,10,(5+4),math_novar,math_novar
(1*3)-9=,3,-6,(1*3),math_novar,math_novar
(9-5)*3=,4,12,(9-5),math_novar,math_novar
(8*3)//4=,24,6,(8*3),math_novar,math_novar
(4-8)+1=,-4,-3,(4-8),math_novar,math_novar
(5+7)-4=,12,8,(5+7),math_novar,math_novar
(3//5)*7=,0,0,(3//5),math_novar,math_novar
(1*2)*8=,2,16,(1*2),math_novar,math_novar
(4-3)//7=,1,0,(4-3),math_novar,math_novar
(2//2)*4=,1,4,(2//2),math_novar,math_novar
(2-2)+4=,0,4,(2-2),math_novar,math_novar
(4//6)+8=,0,8,(4//6),math_novar,math_novar
(2-4)-7=,-2,-9,(2-4),math_novar,math_novar
(6-5)//6=,1,0,(6-5),math_novar,math_novar
(7*9)*5=,63,315,(7*9),math_novar,math_novar
(1*9)//9=,9,1,(1*9),math_novar,math_novar
(1*6)+6=,6,12,(1*6),math_novar,math_novar
(4//2)*9=,2,18,(4//2),math_novar,math_novar
(1+2)+5=,3,8,(1+2),math_novar,math_novar
(6*5)-3=,30,27,(6*5),math_novar,math_novar
(5-6)*4=,-1,-4,(5-6),math_novar,math_novar
(7-1)-3=,6,3,(7-1),math_novar,math_novar
(2-5)-9=,-3,-12,(2-5),math_novar,math_novar
(5//8)//8=,0,0,(5//8),math_novar,math_novar
(3//2)//2=,1,0,(3//2),math_novar,math_novar
(2+6)//9=,8,0,(2+6),math_novar,math_novar
(9//7)//6=,1,0,(9//7),math_novar,math_novar
(3+1)-4=,4,0,(3+1),math_novar,math_novar
(8+9)+3=,17,20,(8+9),math_novar,math_novar
(4+5)//3=,9,3,(4+5),math_novar,math_novar
(9-9)*1=,0,0,(9-9),math_novar,math_novar
(8-8)//3=,0,0,(8-8),math_novar,math_novar
(7-3)*1=,4,4,(7-3),math_novar,math_novar
(6+5)+4=,11,15,(6+5),math_novar,math_novar
(1+1)//6=,2,0,(1+1),math_novar,math_novar
(2+8)//9=,10,1,(2+8),math_novar,math_novar
(7//1)-5=,7,2,(7//1),math_novar,math_novar
(1+9)-4=,10,6,(1+9),math_novar,math_novar
(8-8)*4=,0,0,(8-8),math_novar,math_novar
(9*5)*4=,45,180,(9*5),math_novar,math_novar
(4//9)-6=,0,-6,(4//9),math_novar,math_novar
(2//4)*5=,0,0,(2//4),math_novar,math_novar
(1//4)*9=,0,0,(1//4),math_novar,math_novar
(9//8)-7=,1,-6,(9//8),math_novar,math_novar
(9*4)*9=,36,324,(9*4),math_novar,math_novar
(4+3)-8=,7,-1,(4+3),math_novar,math_novar
(5+1)+8=,6,14,(5+1),math_novar,math_novar
(8+3)+7=,11,18,(8+3),math_novar,math_novar
(8-8)-7=,0,-7,(8-8),math_novar,math_novar
(5//4)+9=,1,10,(5//4),math_novar,math_novar
(4+1)//2=,5,2,(4+1),math_novar,math_novar
(3*1)*7=,3,21,(3*1),math_novar,math_novar
(3*2)+3=,6,9,(3*2),math_novar,math_novar
(8-3)//4=,5,1,(8-3),math_novar,math_novar
(5+8)*4=,13,52,(5+8),math_novar,math_novar
(5-5)*9=,0,0,(5-5),math_novar,math_novar
(4-2)+2=,2,4,(4-2),math_novar,math_novar
(3*9)//4=,27,6,(3*9),math_novar,math_novar
(6*2)*2=,12,24,(6*2),math_novar,math_novar
(3//8)+5=,0,5,(3//8),math_novar,math_novar
(6//9)+2=,0,2,(6//9),math_novar,math_novar
(6-1)+3=,5,8,(6-1),math_novar,math_novar
(5-3)-5=,2,-3,(5-3),math_novar,math_novar
(3+9)-3=,12,9,(3+9),math_novar,math_novar
(5-1)+8=,4,12,(5-1),math_novar,math_novar
(5*9)*4=,45,180,(5*9),math_novar,math_novar
(9*9)-3=,81,78,(9*9),math_novar,math_novar
(2//6)+2=,0,2,(2//6),math_novar,math_novar
(3-3)//6=,0,0,(3-3),math_novar,math_novar
(4+8)*3=,12,36,(4+8),math_novar,math_novar
(7//6)//6=,1,0,(7//6),math_novar,math_novar
(4//7)-8=,0,-8,(4//7),math_novar,math_novar
(7*7)//6=,49,8,(7*7),math_novar,math_novar
(4*2)-1=,8,7,(4*2),math_novar,math_novar
