spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
puente,bridge,el,el,True,r,False,mont,False,0.357421875,0.048828125,0.0517578125,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es el,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es la
cemento,cement,el,el,True,hues,False,ra,False,0.65625,0.07763671875,0.5078125,flor,flower,la,La parte colorida y bonita de las plantas es la flor,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es el,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es la
pizarrón,chalkboard,el,el,True,tab,False,superf,False,0.3671875,0.31640625,0.1796875,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. La superficie negra donde escribes con gis es,La superficie vertical donde rebota la pelota de básquet es el tablero. La superficie negra donde escribes con gis es el,La superficie vertical donde rebota la pelota de básquet es el tablero. La superficie negra donde escribes con gis es la
chequera,checkbook,la,un,False,re,False,que,False,0.3046875,0.1337890625,0.02734375,redecilla,hairnet,la,La red que cubre el cabello para cocinar es la redecilla,La red que cubre el cabello para cocinar es la redecilla. El librito donde tienes cheques del banco es,La red que cubre el cabello para cocinar es la redecilla. El librito donde tienes cheques del banco es la,La red que cubre el cabello para cocinar es la redecilla. El librito donde tienes cheques del banco es el
pastel de queso,cheesecake,el,un,False,pl,False,rec,False,0.21484375,0.060791015625,0.05517578125,caja,crate,la,El contenedor de madera para transportar cosas es la caja,El contenedor de madera para transportar cosas es la caja. El postre cremoso hecho con queso es,El contenedor de madera para transportar cosas es la caja. El postre cremoso hecho con queso es el,El contenedor de madera para transportar cosas es la caja. El postre cremoso hecho con queso es la
ardilla listada,chipmunk,la,el,False,ll,False,o,False,0.46875,0.08251953125,0.047607421875,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El roedor pequeño con rayas en el lomo es,La rueda de goma que gira en los autos es la llanta. El roedor pequeño con rayas en el lomo es la,La rueda de goma que gira en los autos es la llanta. El roedor pequeño con rayas en el lomo es el
sidra,cider,la,un,False,t,False,v,False,0.322265625,0.1435546875,0.125,estufa,stove,la,El aparato donde cocinas con fuego es la estufa,El aparato donde cocinas con fuego es la estufa. La bebida hecha con jugo de manzana fermentado es,El aparato donde cocinas con fuego es la estufa. La bebida hecha con jugo de manzana fermentado es la,El aparato donde cocinas con fuego es la estufa. La bebida hecha con jugo de manzana fermentado es el
abrigo,coat,el,el,True,ab,True,cha,False,0.419921875,0.3125,0.11328125,berenjena,eggplant,la,La verdura morada grande y brillante es la berenjena,La verdura morada grande y brillante es la berenjena. La prenda gruesa que te pones cuando hace frío es,La verdura morada grande y brillante es la berenjena. La prenda gruesa que te pones cuando hace frío es el,La verdura morada grande y brillante es la berenjena. La prenda gruesa que te pones cuando hace frío es la
algodón,cotton,el,la,False,fib,False,fib,False,0.443359375,0.0439453125,0.46875,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. La fibra suave blanca que sale de una planta es,El aparato portátil que da luz cuando no hay electricidad es la linterna. La fibra suave blanca que sale de una planta es el,El aparato portátil que da luz cuando no hay electricidad es la linterna. La fibra suave blanca que sale de una planta es la
perilla,doorknob,la,el,False,pu,False,c,False,0.34375,0.203125,0.05224609375,florero,vase,el,El recipiente donde pones flores con agua es el florero,El recipiente donde pones flores con agua es el florero. La pieza redonda que giras para abrir puertas es,El recipiente donde pones flores con agua es el florero. La pieza redonda que giras para abrir puertas es la,El recipiente donde pones flores con agua es el florero. La pieza redonda que giras para abrir puertas es el
caballete,easel,el,un,False,y,False,c,True,0.330078125,0.037109375,0.0751953125,yate,yacht,el,La embarcación lujosa de recreo es el yate,La embarcación lujosa de recreo es el yate. El soporte de madera donde los pintores ponen lienzos es,La embarcación lujosa de recreo es el yate. El soporte de madera donde los pintores ponen lienzos es el,La embarcación lujosa de recreo es el yate. El soporte de madera donde los pintores ponen lienzos es la
huevo,egg,el,la,False,p,False,ho,False,0.498046875,0.036865234375,0.5,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. El óvalo blanco que ponen las gallinas es,La parte verde y plana que crece en las ramas es la hoja. El óvalo blanco que ponen las gallinas es el,La parte verde y plana que crece en las ramas es la hoja. El óvalo blanco que ponen las gallinas es la
berenjena,eggplant,la,el,False,verd,False,elemento,False,0.2470703125,0.10693359375,0.030029296875,mochila,backpack,la,La bolsa que cargas en la espalda es la mochila,La bolsa que cargas en la espalda es la mochila. La verdura morada grande y brillante es,La bolsa que cargas en la espalda es la mochila. La verdura morada grande y brillante es la,La bolsa que cargas en la espalda es la mochila. La verdura morada grande y brillante es el
hurón,ferret,el,el,True,le,False,le,False,0.69140625,0.263671875,0.08935546875,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. El mamífero alargado que se usa para cazar conejos es,El animal africano que corre muy rápido por la sabana es el antílope. El mamífero alargado que se usa para cazar conejos es el,El animal africano que corre muy rápido por la sabana es el antílope. El mamífero alargado que se usa para cazar conejos es la
higo,fig,el,el,True,mango,False,n,False,0.3359375,0.043212890625,0.05908203125,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La fruta dulce de piel morada y pulpa roja es,El juego giratorio con caballos es el carrusel. La fruta dulce de piel morada y pulpa roja es el,El juego giratorio con caballos es el carrusel. La fruta dulce de piel morada y pulpa roja es la
harina,flour,la,el,False,c,False,que,False,0.2197265625,0.05712890625,0.1552734375,bote,canister,el,El recipiente cilíndrico con tapa es el bote,El recipiente cilíndrico con tapa es el bote. El polvo blanco que usas para hacer pan es,El recipiente cilíndrico con tapa es el bote. El polvo blanco que usas para hacer pan es la,El recipiente cilíndrico con tapa es el bote. El polvo blanco que usas para hacer pan es el
zorro,fox,el,el,True,per,False,c,False,0.451171875,0.03955078125,0.0303955078125,espina,thorn,la,La púa afilada que tienen algunas plantas es la espina,La púa afilada que tienen algunas plantas es la espina. El animal astuto de cola peluda y orejas puntiagudas es,La púa afilada que tienen algunas plantas es la espina. El animal astuto de cola peluda y orejas puntiagudas es el,La púa afilada que tienen algunas plantas es la espina. El animal astuto de cola peluda y orejas puntiagudas es la
guante,glove,el,el,True,mant,False,c,False,0.376953125,0.02880859375,0.08740234375,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La prenda que protege y calienta las manos es,El espacio bajo la casa donde apenas puedes gatear es el sótano. La prenda que protege y calienta las manos es el,El espacio bajo la casa donde apenas puedes gatear es el sótano. La prenda que protege y calienta las manos es la
gorila,gorilla,el,el,True,que,False,persona,False,0.173828125,0.1171875,0.138671875,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El simio grande y fuerte que vive en la selva es,El documento que recibes al graduarte es el diploma. El simio grande y fuerte que vive en la selva es el,El documento que recibes al graduarte es el diploma. El simio grande y fuerte que vive en la selva es la
salsa,gravy,la,el,False,carne,False,ace,False,0.55859375,0.1953125,0.11669921875,mula,mule,la,El animal híbrido entre caballo y burro es la mula,El animal híbrido entre caballo y burro es la mula. El líquido espeso que acompaña la carne es,El animal híbrido entre caballo y burro es la mula. El líquido espeso que acompaña la carne es la,El animal híbrido entre caballo y burro es la mula. El líquido espeso que acompaña la carne es el
cabello,hair,el,el,True,do,False,d,False,0.302734375,0.03125,0.068359375,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. Los hilos que crecen en tu cabeza es,El arma blanca corta con doble filo es la daga. Los hilos que crecen en tu cabeza es el,El arma blanca corta con doble filo es la daga. Los hilos que crecen en tu cabeza es la
secador de pelo,hairdryer,el,el,True,v,False,hum,False,0.6875,0.2265625,0.05908203125,helecho,fern,el,La planta verde sin flores que crece en lugares húmedos es el helecho,La planta verde sin flores que crece en lugares húmedos es el helecho. El aparato que sopla aire caliente para secar cabello es,La planta verde sin flores que crece en lugares húmedos es el helecho. El aparato que sopla aire caliente para secar cabello es el,La planta verde sin flores que crece en lugares húmedos es el helecho. El aparato que sopla aire caliente para secar cabello es la
huella de mano,handprint,la,el,False,marca,False,color,False,0.193359375,0.259765625,0.1669921875,estante,shelf,el,La tabla horizontal donde pones libros es el estante,La tabla horizontal donde pones libros es el estante. La marca que deja tu mano en pintura es,La tabla horizontal donde pones libros es el estante. La marca que deja tu mano en pintura es la,La tabla horizontal donde pones libros es el estante. La marca que deja tu mano en pintura es el
faro,headlight,el,el,True,color,False,luz,False,0.23046875,0.049560546875,0.453125,jabalí,warthog,el,El cerdo salvaje con colmillos y verrugas es el jabalí,El cerdo salvaje con colmillos y verrugas es el jabalí. La luz delantera que ilumina el camino en autos es,El cerdo salvaje con colmillos y verrugas es el jabalí. La luz delantera que ilumina el camino en autos es el,El cerdo salvaje con colmillos y verrugas es el jabalí. La luz delantera que ilumina el camino en autos es la
tábano,horsefly,el,el,True,g,False,c,False,0.62109375,0.06640625,0.091796875,bistec,steak,el,La carne de res gruesa que asas es el bistec,La carne de res gruesa que asas es el bistec. El insecto grande que pica a los caballos es,La carne de res gruesa que asas es el bistec. El insecto grande que pica a los caballos es el,La carne de res gruesa que asas es el bistec. El insecto grande que pica a los caballos es la
